subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
49,1,scr_end_end,G_first,2,M,negative,1bad15.wav,stoppt,66.8,startet,-88.4,0,286703,305176
49,1,scr_end_end,G_first,2,M,positive,1good15.wav,stoppt,-95.6,startet,100,1,324114,330716
