subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
54,8,scr_end_end,M_first,2,M,negative,1bad15.wav,stoppt,-88,startet,-64.8,0,46205,122508
54,8,scr_end_end,M_first,2,M,positive,1good15.wav,stoppt,-14.4,startet,75.6,1,141475,151316
