subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
20,2,mel_sta_sta,G_first,1,G,1,neg,neg4.png,verhindern,79.2,0,59092,76194
20,2,mel_sta_sta,G_first,1,G,1,neg,neg5.png,verursachen,-78.4,1,78559,88744
20,2,mel_sta_sta,G_first,1,G,1,pos,pos4.png,verursachen,33.6,2,91116,98313
20,2,mel_sta_sta,G_first,1,G,1,pos,pos2.png,verursachen,11.6,3,100670,114721
20,2,mel_sta_sta,G_first,1,G,1,pos,pos5.png,verhindern,-59.6,4,117042,124465
20,2,mel_sta_sta,G_first,1,G,1,pos,pos1.png,verhindern,-67.2,5,126810,132618
20,2,mel_sta_sta,G_first,1,G,1,pos,pos6.png,verhindern,-26.4,6,134933,139937
20,2,mel_sta_sta,G_first,1,G,1,pos,pos3.png,verursachen,15.2,7,142274,144488
20,2,mel_sta_sta,G_first,1,G,1,neg,neg1.png,verursachen,-32,8,146802,159816
20,2,mel_sta_sta,G_first,1,G,1,neg,neg2.png,verhindern,40.4,9,162130,168641
20,2,mel_sta_sta,G_first,1,G,1,neg,neg6.png,verursachen,-98.4,10,170964,186737
20,2,mel_sta_sta,G_first,1,G,1,neg,neg3.png,verhindern,81.6,11,189046,191809
20,2,mel_sta_sta,G_first,1,G,2,pos,pos6.png,verursachen,25.2,12,194150,196880
20,2,mel_sta_sta,G_first,1,G,2,pos,pos5.png,verursachen,49.6,13,199242,201225
20,2,mel_sta_sta,G_first,1,G,2,neg,neg2.png,verursachen,-44.4,14,203542,208033
20,2,mel_sta_sta,G_first,1,G,2,pos,pos4.png,verhindern,-56.4,15,210345,213360
20,2,mel_sta_sta,G_first,1,G,2,pos,pos3.png,verhindern,-33.2,16,215672,217200
20,2,mel_sta_sta,G_first,1,G,2,neg,neg6.png,verhindern,100,17,219546,221753
20,2,mel_sta_sta,G_first,1,G,2,neg,neg5.png,verhindern,82,18,224072,227722
20,2,mel_sta_sta,G_first,1,G,2,neg,neg3.png,verursachen,-79.2,19,230032,232833
20,2,mel_sta_sta,G_first,1,G,2,neg,neg4.png,verursachen,-72,20,235144,237850
20,2,mel_sta_sta,G_first,1,G,2,neg,neg1.png,verhindern,43.2,21,240156,243353
20,2,mel_sta_sta,G_first,1,G,2,pos,pos1.png,verursachen,46.4,22,245696,248144
20,2,mel_sta_sta,G_first,1,G,2,pos,pos2.png,verhindern,-21.6,23,250453,252696
