subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
5,14,scr_sta_sta,G_first,2,M,negative,1bad15.wav,startet,-96.8,stoppt,92.4,0,180485,189520
5,14,scr_sta_sta,G_first,2,M,positive,1good15.wav,startet,100,stoppt,-0.4,1,208465,214579
