subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
27,9,mel_end_end,M_first,1,G,1,pos,pos5.png,verursachen,100,0,174305,183955
27,9,mel_end_end,M_first,1,G,1,neg,neg6.png,verhindern,78,1,186270,197771
27,9,mel_end_end,M_first,1,G,1,neg,neg4.png,verursachen,-100,2,200090,207475
27,9,mel_end_end,M_first,1,G,1,neg,neg2.png,verursachen,-71.6,3,209796,214651
27,9,mel_end_end,M_first,1,G,1,pos,pos3.png,verursachen,40.4,4,216971,221795
27,9,mel_end_end,M_first,1,G,1,pos,pos1.png,verhindern,-100,5,224114,227052
27,9,mel_end_end,M_first,1,G,1,neg,neg3.png,verursachen,-100,6,229366,231852
27,9,mel_end_end,M_first,1,G,1,pos,pos6.png,verursachen,9.6,7,234159,243451
27,9,mel_end_end,M_first,1,G,1,pos,pos2.png,verhindern,-66.4,8,245772,252088
27,9,mel_end_end,M_first,1,G,1,neg,neg1.png,verhindern,61.2,9,254409,258051
27,9,mel_end_end,M_first,1,G,1,pos,pos4.png,verhindern,-100,10,260365,264212
27,9,mel_end_end,M_first,1,G,1,neg,neg5.png,verhindern,100,11,266525,270670
27,9,mel_end_end,M_first,1,G,2,neg,neg6.png,verursachen,-100,12,272985,277283
27,9,mel_end_end,M_first,1,G,2,pos,pos5.png,verhindern,-100,13,279602,283892
27,9,mel_end_end,M_first,1,G,2,neg,neg3.png,verhindern,100,14,286255,288603
27,9,mel_end_end,M_first,1,G,2,pos,pos4.png,verursachen,100,15,290995,292736
27,9,mel_end_end,M_first,1,G,2,neg,neg5.png,verursachen,-100,16,295404,297652
27,9,mel_end_end,M_first,1,G,2,neg,neg4.png,verhindern,100,17,300333,303373
27,9,mel_end_end,M_first,1,G,2,pos,pos2.png,verursachen,67.6,18,306011,309963
27,9,mel_end_end,M_first,1,G,2,neg,neg1.png,verursachen,-76.4,19,312286,313987
27,9,mel_end_end,M_first,1,G,2,pos,pos6.png,verhindern,-10,20,316315,322331
27,9,mel_end_end,M_first,1,G,2,pos,pos1.png,verursachen,100,21,324659,325891
27,9,mel_end_end,M_first,1,G,2,pos,pos3.png,verhindern,-58.4,22,328211,330773
27,9,mel_end_end,M_first,1,G,2,neg,neg2.png,verhindern,61.6,23,333111,336372
