subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
30,9,mel_sta_sta,G_first,1,M,positive,1good15.wav,startet,0,stoppt,12.8,0,286630,296578
30,9,mel_sta_sta,G_first,1,M,negative,1bad15.wav,startet,0.4,stoppt,7.6,1,315471,327786
