subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
36,15,scr_sta_end,G_first,2,G,1,neg,neg4.png,verhindern,100,0,62376,70577
36,15,scr_sta_end,G_first,2,G,1,pos,pos3.png,verhindern,-100,1,72952,79745
36,15,scr_sta_end,G_first,2,G,1,pos,pos6.png,verhindern,-100,2,82085,93241
36,15,scr_sta_end,G_first,2,G,1,pos,pos1.png,verursachen,99.6,3,95573,106673
36,15,scr_sta_end,G_first,2,G,1,neg,neg3.png,verursachen,-100,4,108991,111121
36,15,scr_sta_end,G_first,2,G,1,pos,pos2.png,verursachen,100,5,113469,117132
36,15,scr_sta_end,G_first,2,G,1,neg,neg2.png,verursachen,-100,6,119443,122513
36,15,scr_sta_end,G_first,2,G,1,neg,neg5.png,verhindern,100,7,124847,128513
36,15,scr_sta_end,G_first,2,G,1,pos,pos4.png,verhindern,-100,8,130840,133416
36,15,scr_sta_end,G_first,2,G,1,neg,neg6.png,verursachen,-100,9,135751,141489
36,15,scr_sta_end,G_first,2,G,1,pos,pos5.png,verursachen,100,10,143819,148057
36,15,scr_sta_end,G_first,2,G,1,neg,neg1.png,verhindern,100,11,150386,154064
36,15,scr_sta_end,G_first,2,G,2,pos,pos6.png,verursachen,100,12,156396,159657
36,15,scr_sta_end,G_first,2,G,2,pos,pos3.png,verursachen,100,13,161998,163721
36,15,scr_sta_end,G_first,2,G,2,neg,neg3.png,verhindern,100,14,166051,167649
36,15,scr_sta_end,G_first,2,G,2,neg,neg2.png,verhindern,100,15,169982,171352
36,15,scr_sta_end,G_first,2,G,2,pos,pos2.png,verhindern,-100,16,173676,175257
36,15,scr_sta_end,G_first,2,G,2,pos,pos4.png,verursachen,100,17,177598,178961
36,15,scr_sta_end,G_first,2,G,2,neg,neg4.png,verursachen,-100,18,181285,183329
36,15,scr_sta_end,G_first,2,G,2,pos,pos5.png,verhindern,-90.4,19,185646,187008
36,15,scr_sta_end,G_first,2,G,2,pos,pos1.png,verhindern,-100,20,189343,191336
36,15,scr_sta_end,G_first,2,G,2,neg,neg6.png,verhindern,100,21,193662,195069
36,15,scr_sta_end,G_first,2,G,2,neg,neg1.png,verursachen,-100,22,197393,199553
36,15,scr_sta_end,G_first,2,G,2,neg,neg5.png,verursachen,-100,23,201879,203848
