subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
20,2,mel_sta_sta,G_first,1,M,positive,1good15.wav,startet,32.4,stoppt,-76,0,279845,298745
20,2,mel_sta_sta,G_first,1,M,negative,1bad15.wav,startet,-90.8,stoppt,38,1,317624,325730
