subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
44,14,scr_sta_sta,G_first,1,M,negative,1bad15.wav,startet,-91.6,stoppt,79.6,0,290945,309529
44,14,scr_sta_sta,G_first,1,M,positive,1good15.wav,startet,87.2,stoppt,-47.2,1,328464,338504
