subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
18,12,mel_sta_sta,G_first,2,G,1,pos,pos6.png,verursachen,97.6,0,49039,61054
18,12,mel_sta_sta,G_first,2,G,1,neg,neg6.png,verursachen,-98,1,63410,65414
18,12,mel_sta_sta,G_first,2,G,1,neg,neg5.png,verhindern,-84,2,67730,69222
18,12,mel_sta_sta,G_first,2,G,1,pos,pos4.png,verursachen,100,3,71535,73943
18,12,mel_sta_sta,G_first,2,G,1,pos,pos5.png,verhindern,-100,4,76246,78582
18,12,mel_sta_sta,G_first,2,G,1,neg,neg1.png,verursachen,-86.4,5,80941,82902
18,12,mel_sta_sta,G_first,2,G,1,neg,neg4.png,verursachen,-100,6,85218,86606
18,12,mel_sta_sta,G_first,2,G,1,neg,neg3.png,verhindern,86.8,7,88922,91175
18,12,mel_sta_sta,G_first,2,G,1,neg,neg2.png,verhindern,41.2,8,93493,97574
18,12,mel_sta_sta,G_first,2,G,1,pos,pos2.png,verursachen,35.6,9,99898,109071
18,12,mel_sta_sta,G_first,2,G,1,pos,pos3.png,verhindern,-44.4,10,111428,115383
18,12,mel_sta_sta,G_first,2,G,1,pos,pos1.png,verhindern,-72.4,11,117704,120158
18,12,mel_sta_sta,G_first,2,G,2,neg,neg6.png,verhindern,100,12,122472,124230
18,12,mel_sta_sta,G_first,2,G,2,neg,neg3.png,verursachen,-86,13,126551,128535
18,12,mel_sta_sta,G_first,2,G,2,neg,neg1.png,verhindern,66.8,14,130846,132654
18,12,mel_sta_sta,G_first,2,G,2,neg,neg4.png,verhindern,80,15,134958,136935
18,12,mel_sta_sta,G_first,2,G,2,pos,pos1.png,verursachen,92,16,139254,142975
18,12,mel_sta_sta,G_first,2,G,2,pos,pos3.png,verursachen,100,17,145290,147623
18,12,mel_sta_sta,G_first,2,G,2,pos,pos4.png,verhindern,-96.8,18,149935,151888
18,12,mel_sta_sta,G_first,2,G,2,pos,pos6.png,verhindern,-80.4,19,154205,157390
18,12,mel_sta_sta,G_first,2,G,2,pos,pos5.png,verursachen,88.8,20,159708,161529
18,12,mel_sta_sta,G_first,2,G,2,neg,neg2.png,verursachen,-61.2,21,163846,166686
18,12,mel_sta_sta,G_first,2,G,2,pos,pos2.png,verhindern,-49.2,22,168999,171446
18,12,mel_sta_sta,G_first,2,G,2,neg,neg5.png,verursachen,-100,23,173769,176222
