subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
10,2,scr_sta_end,M_first,2,M,negative,1bad15.wav,startet,-100,stoppt,100,0,61789,73537
10,2,scr_sta_end,M_first,2,M,positive,1good15.wav,stoppt,100,startet,-31.6,1,92509,96537
