subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
16,5,scr_sta_sta,M_first,2,M,negative,1bad15.wav,startet,-100,stoppt,100,0,39742,48333
16,5,scr_sta_sta,M_first,2,M,positive,1good15.wav,startet,62,stoppt,-38.8,1,67301,71861
