subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
7,16,mel_end_sta,G_first,2,M,positive,1good15.wav,stoppt,-21.2,startet,-59.6,0,188224,198845
7,16,mel_end_sta,G_first,2,M,negative,1bad15.wav,startet,-100,stoppt,100,1,217734,220813
