subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
23,1,mel_sta_end,G_first,1,G,1,neg,neg4.png,verhindern,92.8,0,59173,66321
23,1,mel_sta_end,G_first,1,G,1,neg,neg6.png,verursachen,-95.6,1,68687,71252
23,1,mel_sta_end,G_first,1,G,1,neg,neg5.png,verhindern,94,2,73584,77030
23,1,mel_sta_end,G_first,1,G,1,pos,pos2.png,verhindern,0.8,3,79351,85586
23,1,mel_sta_end,G_first,1,G,1,pos,pos4.png,verhindern,-64.8,4,87909,90919
23,1,mel_sta_end,G_first,1,G,1,neg,neg1.png,verhindern,11.2,5,93237,96912
23,1,mel_sta_end,G_first,1,G,1,pos,pos1.png,verhindern,-68.8,6,99238,101830
23,1,mel_sta_end,G_first,1,G,1,neg,neg3.png,verursachen,-100,7,104149,106300
23,1,mel_sta_end,G_first,1,G,1,pos,pos6.png,verursachen,71.2,8,108619,111678
23,1,mel_sta_end,G_first,1,G,1,pos,pos5.png,verursachen,54.8,9,113984,116928
23,1,mel_sta_end,G_first,1,G,1,pos,pos3.png,verursachen,53.6,10,119249,120498
23,1,mel_sta_end,G_first,1,G,1,neg,neg2.png,verursachen,-35.2,11,122831,125645
23,1,mel_sta_end,G_first,1,G,2,pos,pos2.png,verursachen,4.8,12,127961,130477
23,1,mel_sta_end,G_first,1,G,2,neg,neg1.png,verursachen,-15.2,13,132802,136058
23,1,mel_sta_end,G_first,1,G,2,pos,pos5.png,verhindern,-62.4,14,138390,141991
23,1,mel_sta_end,G_first,1,G,2,neg,neg6.png,verhindern,100,15,144322,147342
23,1,mel_sta_end,G_first,1,G,2,pos,pos4.png,verursachen,64.8,16,149662,151750
23,1,mel_sta_end,G_first,1,G,2,pos,pos3.png,verhindern,-61.6,17,154082,155842
23,1,mel_sta_end,G_first,1,G,2,neg,neg3.png,verhindern,100,18,158165,161063
23,1,mel_sta_end,G_first,1,G,2,neg,neg5.png,verursachen,-100,19,163389,165837
23,1,mel_sta_end,G_first,1,G,2,neg,neg4.png,verursachen,-79.6,20,168163,171328
23,1,mel_sta_end,G_first,1,G,2,pos,pos6.png,verhindern,-9.2,21,173654,176620
23,1,mel_sta_end,G_first,1,G,2,neg,neg2.png,verhindern,38.4,22,178938,181258
23,1,mel_sta_end,G_first,1,G,2,pos,pos1.png,verursachen,67.2,23,183585,185437
