subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
59,1,scr_end_sta,M_first,1,G,1,pos,pos3.png,verursachen,77.2,0,105221,116186
59,1,scr_end_sta,M_first,1,G,1,neg,neg6.png,verursachen,-92.8,1,118511,122073
59,1,scr_end_sta,M_first,1,G,1,neg,neg5.png,verhindern,80.8,2,124404,129858
59,1,scr_end_sta,M_first,1,G,1,pos,pos1.png,verhindern,-99.2,3,132167,137018
59,1,scr_end_sta,M_first,1,G,1,pos,pos4.png,verhindern,-100,4,139343,142585
59,1,scr_end_sta,M_first,1,G,1,neg,neg1.png,verhindern,50,5,144920,147598
59,1,scr_end_sta,M_first,1,G,1,pos,pos2.png,verhindern,-88.4,6,149926,153690
59,1,scr_end_sta,M_first,1,G,1,neg,neg3.png,verursachen,-100,7,156011,162138
59,1,scr_end_sta,M_first,1,G,1,pos,pos5.png,verursachen,90.4,8,164462,168394
59,1,scr_end_sta,M_first,1,G,1,neg,neg4.png,verhindern,93.2,9,170721,176593
59,1,scr_end_sta,M_first,1,G,1,neg,neg2.png,verursachen,-13.6,10,178918,184506
59,1,scr_end_sta,M_first,1,G,1,pos,pos6.png,verursachen,86.4,11,186829,190553
59,1,scr_end_sta,M_first,1,G,2,neg,neg5.png,verursachen,-94.4,12,192880,197570
59,1,scr_end_sta,M_first,1,G,2,pos,pos5.png,verhindern,-90,13,199887,206794
59,1,scr_end_sta,M_first,1,G,2,neg,neg1.png,verursachen,-97.6,14,209113,215570
59,1,scr_end_sta,M_first,1,G,2,pos,pos4.png,verursachen,93.6,15,217896,221338
59,1,scr_end_sta,M_first,1,G,2,pos,pos1.png,verursachen,82,16,223665,227057
59,1,scr_end_sta,M_first,1,G,2,neg,neg2.png,verhindern,19.6,17,229363,233538
59,1,scr_end_sta,M_first,1,G,2,pos,pos2.png,verursachen,37.2,18,235859,240138
59,1,scr_end_sta,M_first,1,G,2,neg,neg3.png,verhindern,97.2,19,242469,246457
59,1,scr_end_sta,M_first,1,G,2,pos,pos6.png,verhindern,-27.2,20,248782,258906
59,1,scr_end_sta,M_first,1,G,2,pos,pos3.png,verhindern,-61.6,21,261232,263265
59,1,scr_end_sta,M_first,1,G,2,neg,neg6.png,verhindern,88.4,22,265590,268052
59,1,scr_end_sta,M_first,1,G,2,neg,neg4.png,verursachen,-90.8,23,270368,273418
