subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
14,10,mel_end_sta,G_first,2,G,1,pos,pos3.png,verursachen,100,0,61105,72218
14,10,mel_end_sta,G_first,2,G,1,pos,pos2.png,verursachen,-3.2,1,74574,81069
14,10,mel_end_sta,G_first,2,G,1,neg,neg4.png,verhindern,-94.8,2,83385,86555
14,10,mel_end_sta,G_first,2,G,1,neg,neg5.png,verhindern,-100,3,88868,90236
14,10,mel_end_sta,G_first,2,G,1,neg,neg1.png,verhindern,-100,4,92550,94298
14,10,mel_end_sta,G_first,2,G,1,neg,neg3.png,verursachen,-100,5,96621,97842
14,10,mel_end_sta,G_first,2,G,1,pos,pos5.png,verursachen,39.2,6,100158,106589
14,10,mel_end_sta,G_first,2,G,1,neg,neg2.png,verursachen,-100,7,108907,110154
14,10,mel_end_sta,G_first,2,G,1,pos,pos1.png,verhindern,-91.6,8,112471,114759
14,10,mel_end_sta,G_first,2,G,1,neg,neg6.png,verursachen,-100,9,117072,118299
14,10,mel_end_sta,G_first,2,G,1,pos,pos4.png,verhindern,-100,10,120611,123235
14,10,mel_end_sta,G_first,2,G,1,pos,pos6.png,verhindern,-57.2,11,125544,127802
14,10,mel_end_sta,G_first,2,G,2,pos,pos5.png,verhindern,-50,12,130117,132804
14,10,mel_end_sta,G_first,2,G,2,neg,neg1.png,verursachen,-100,13,135130,137145
14,10,mel_end_sta,G_first,2,G,2,neg,neg5.png,verursachen,-100,14,139466,140502
14,10,mel_end_sta,G_first,2,G,2,pos,pos1.png,verursachen,48.8,15,142821,146140
14,10,mel_end_sta,G_first,2,G,2,pos,pos2.png,verhindern,-90.4,16,148457,150348
14,10,mel_end_sta,G_first,2,G,2,pos,pos6.png,verursachen,38.8,17,152660,154807
14,10,mel_end_sta,G_first,2,G,2,pos,pos4.png,verursachen,74,18,157122,158826
14,10,mel_end_sta,G_first,2,G,2,neg,neg2.png,verhindern,66,19,161143,163299
14,10,mel_end_sta,G_first,2,G,2,pos,pos3.png,verhindern,-7.6,20,165618,167324
14,10,mel_end_sta,G_first,2,G,2,neg,neg4.png,verursachen,-100,21,169642,172141
14,10,mel_end_sta,G_first,2,G,2,neg,neg3.png,verhindern,69.2,22,174462,177142
14,10,mel_end_sta,G_first,2,G,2,neg,neg6.png,verhindern,100,23,179461,180784
