subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
41,11,scr_end_sta,G_first,2,G,1,neg,neg1.png,verhindern,55.2,0,92615,110904
41,11,scr_end_sta,G_first,2,G,1,neg,neg3.png,verhindern,100,1,113262,118711
41,11,scr_end_sta,G_first,2,G,1,pos,pos2.png,verursachen,11.2,2,121060,141690
41,11,scr_end_sta,G_first,2,G,1,neg,neg6.png,verursachen,-90.8,3,144024,152646
41,11,scr_end_sta,G_first,2,G,1,neg,neg2.png,verursachen,-53.6,4,154978,160920
41,11,scr_end_sta,G_first,2,G,1,pos,pos5.png,verhindern,-100,5,163250,174301
41,11,scr_end_sta,G_first,2,G,1,neg,neg5.png,verhindern,90,6,176620,184662
41,11,scr_end_sta,G_first,2,G,1,pos,pos1.png,verursachen,98.4,7,186982,201630
41,11,scr_end_sta,G_first,2,G,1,pos,pos3.png,verhindern,0,8,203951,210310
41,11,scr_end_sta,G_first,2,G,1,pos,pos4.png,verhindern,-33.6,9,212630,219686
41,11,scr_end_sta,G_first,2,G,1,neg,neg4.png,verursachen,-77.2,10,222006,231134
41,11,scr_end_sta,G_first,2,G,1,pos,pos6.png,verursachen,0,11,233457,237006
41,11,scr_end_sta,G_first,2,G,2,pos,pos1.png,verhindern,-63.2,12,239333,254038
41,11,scr_end_sta,G_first,2,G,2,pos,pos2.png,verhindern,-18.8,13,256376,263967
41,11,scr_end_sta,G_first,2,G,2,pos,pos5.png,verursachen,54.4,14,266290,276318
41,11,scr_end_sta,G_first,2,G,2,pos,pos3.png,verursachen,4,15,278642,282592
41,11,scr_end_sta,G_first,2,G,2,neg,neg5.png,verursachen,-86.4,16,284919,289310
41,11,scr_end_sta,G_first,2,G,2,pos,pos6.png,verhindern,0,17,291635,294221
41,11,scr_end_sta,G_first,2,G,2,neg,neg4.png,verhindern,100,18,296555,299450
41,11,scr_end_sta,G_first,2,G,2,pos,pos4.png,verursachen,26.4,19,301774,305310
41,11,scr_end_sta,G_first,2,G,2,neg,neg3.png,verursachen,-87.2,20,307644,311230
41,11,scr_end_sta,G_first,2,G,2,neg,neg6.png,verhindern,100,21,313545,315990
41,11,scr_end_sta,G_first,2,G,2,neg,neg2.png,verhindern,30.8,22,318315,321462
41,11,scr_end_sta,G_first,2,G,2,neg,neg1.png,verursachen,-32.4,23,323775,328038
