subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
3,7,scr_end_sta,G_first,1,M,negative,1bad15.wav,stoppt,100,startet,-100,0,228863,242181
3,7,scr_end_sta,G_first,1,M,positive,1good15.wav,startet,62.8,stoppt,-59.2,1,261112,273581
