subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
50,9,scr_end_sta,M_first,2,M,negative,1bad15.wav,stoppt,76.4,startet,-100,0,66109,85197
50,9,scr_end_sta,M_first,2,M,positive,1good15.wav,startet,58.8,stoppt,-16.8,1,104189,129909
