subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
53,4,mel_sta_end,M_first,2,M,positive,1good15.wav,startet,2,stoppt,2,0,53284,82670
53,4,mel_sta_end,M_first,2,M,negative,1bad15.wav,stoppt,-100,startet,-100,1,101604,113078
