subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
4,12,mel_sta_end,G_first,1,M,positive,1good15.wav,startet,58.8,stoppt,-46.4,0,197109,206075
4,12,mel_sta_end,G_first,1,M,negative,1bad15.wav,stoppt,100,startet,-98,1,224950,232866
