subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
24,7,scr_end_end,M_first,2,M,negative,1bad15.wav,stoppt,100,startet,-52.8,0,59791,74279
24,7,scr_end_end,M_first,2,M,positive,1good15.wav,stoppt,-68,startet,74,1,93231,108567
