subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
3,7,scr_end_sta,G_first,1,G,1,neg,neg2.png,verursachen,-100,0,78326,87638
3,7,scr_end_sta,G_first,1,G,1,pos,pos5.png,verursachen,72,1,90009,95893
3,7,scr_end_sta,G_first,1,G,1,neg,neg4.png,verursachen,-100,2,98238,100213
3,7,scr_end_sta,G_first,1,G,1,pos,pos3.png,verhindern,-70.4,3,102543,106366
3,7,scr_end_sta,G_first,1,G,1,pos,pos6.png,verhindern,-49.6,4,108687,112157
3,7,scr_end_sta,G_first,1,G,1,neg,neg3.png,verursachen,-100,5,114489,117149
3,7,scr_end_sta,G_first,1,G,1,neg,neg1.png,verhindern,100,6,119485,121557
3,7,scr_end_sta,G_first,1,G,1,pos,pos4.png,verhindern,-100,7,123880,127941
3,7,scr_end_sta,G_first,1,G,1,pos,pos2.png,verursachen,0,8,130265,132253
3,7,scr_end_sta,G_first,1,G,1,neg,neg5.png,verhindern,100,9,134585,136437
3,7,scr_end_sta,G_first,1,G,1,pos,pos1.png,verursachen,-4,10,138764,140854
3,7,scr_end_sta,G_first,1,G,1,neg,neg6.png,verhindern,100,11,143177,144981
3,7,scr_end_sta,G_first,1,G,2,pos,pos4.png,verursachen,12.4,12,147296,151973
3,7,scr_end_sta,G_first,1,G,2,neg,neg1.png,verursachen,-100,13,154298,156205
3,7,scr_end_sta,G_first,1,G,2,neg,neg5.png,verursachen,-100,14,158541,160054
3,7,scr_end_sta,G_first,1,G,2,neg,neg3.png,verhindern,100,15,162371,163613
3,7,scr_end_sta,G_first,1,G,2,pos,pos5.png,verhindern,-20.8,16,165932,168861
3,7,scr_end_sta,G_first,1,G,2,neg,neg6.png,verursachen,-100,17,171195,172853
3,7,scr_end_sta,G_first,1,G,2,pos,pos6.png,verursachen,12.4,18,175185,177336
3,7,scr_end_sta,G_first,1,G,2,neg,neg4.png,verhindern,100,19,179652,181421
3,7,scr_end_sta,G_first,1,G,2,pos,pos2.png,verhindern,-0.8,20,183756,185461
3,7,scr_end_sta,G_first,1,G,2,pos,pos1.png,verhindern,0,21,187785,189504
3,7,scr_end_sta,G_first,1,G,2,neg,neg2.png,verhindern,100,22,191830,193614
3,7,scr_end_sta,G_first,1,G,2,pos,pos3.png,verursachen,4.4,23,195933,197925
