subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
45,8,scr_sta_sta,G_first,1,G,1,neg,neg2.png,verursachen,-82.8,0,81839,101484
45,8,scr_sta_sta,G_first,1,G,1,neg,neg5.png,verursachen,-86.4,1,103856,115027
45,8,scr_sta_sta,G_first,1,G,1,neg,neg6.png,verhindern,-100,2,117351,122659
45,8,scr_sta_sta,G_first,1,G,1,neg,neg4.png,verhindern,-99.2,3,124991,131515
45,8,scr_sta_sta,G_first,1,G,1,pos,pos3.png,verhindern,-93.2,4,133836,141907
45,8,scr_sta_sta,G_first,1,G,1,neg,neg1.png,verursachen,-92.4,5,144234,149451
45,8,scr_sta_sta,G_first,1,G,1,pos,pos5.png,verhindern,-90.4,6,151786,156580
45,8,scr_sta_sta,G_first,1,G,1,pos,pos1.png,verhindern,-96,7,158889,161835
45,8,scr_sta_sta,G_first,1,G,1,pos,pos6.png,verursachen,-62,8,164162,170268
45,8,scr_sta_sta,G_first,1,G,1,pos,pos2.png,verursachen,-70.8,9,172595,181859
45,8,scr_sta_sta,G_first,1,G,1,pos,pos4.png,verursachen,89.6,10,184191,202278
45,8,scr_sta_sta,G_first,1,G,1,neg,neg3.png,verhindern,96,11,204601,209812
45,8,scr_sta_sta,G_first,1,G,2,pos,pos3.png,verursachen,95.2,12,212135,216787
45,8,scr_sta_sta,G_first,1,G,2,pos,pos6.png,verhindern,-95.6,13,219117,223516
45,8,scr_sta_sta,G_first,1,G,2,neg,neg4.png,verursachen,-94,14,225844,229011
45,8,scr_sta_sta,G_first,1,G,2,pos,pos4.png,verhindern,-100,15,231338,238916
45,8,scr_sta_sta,G_first,1,G,2,pos,pos5.png,verursachen,93.2,16,241246,245148
45,8,scr_sta_sta,G_first,1,G,2,neg,neg3.png,verursachen,-100,17,247464,251035
45,8,scr_sta_sta,G_first,1,G,2,pos,pos1.png,verursachen,96.8,18,253366,257294
45,8,scr_sta_sta,G_first,1,G,2,neg,neg6.png,verursachen,-100,19,259616,261743
45,8,scr_sta_sta,G_first,1,G,2,pos,pos2.png,verhindern,-96.4,20,264070,270531
45,8,scr_sta_sta,G_first,1,G,2,neg,neg1.png,verhindern,97.6,21,272845,276364
45,8,scr_sta_sta,G_first,1,G,2,neg,neg2.png,verhindern,95.6,22,278686,283767
45,8,scr_sta_sta,G_first,1,G,2,neg,neg5.png,verhindern,100,23,286097,287755
