subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
45,8,scr_sta_sta,G_first,1,M,negative,1bad15.wav,startet,-100,stoppt,93.2,0,325443,339611
45,8,scr_sta_sta,G_first,1,M,positive,1good15.wav,startet,100,stoppt,-99.2,1,358553,362700
