  ECOsub2 [12-2011]

  2Liste
Liste[i].wort, Liste[i].istwort,  Liste[i].istpositiv, uspositiv, istmaskiert
 dann 5x: Liste[i].us[j]
 dann: 3x Liste[i].liking[j]
  0  pimuide   0  -1   0   0   9  11  12  10   2 -1  -1  -1
  1    obacu   0  -1   0   0  21   8  14   3   4 -1  -1  -1
  2  sleshen   0  -1   0   0   1  17   0  24  15 -1  -1  -1
  3  umeuken   0  -1   0   0  18  16   5   6  19 -1  -1  -1
  4  laumens   0  -1   0   0  13  23  22   7  20 -1  -1  -1
  5    yosud   0  -1   0   0  17   7  13  12  11 -1  -1  -1
  6   jaciyn   0  -1   0   1   0  16   1   4   9 -1  -1  -1
  7   ubajec   0  -1   0   1  18  23   3  19  22 -1  -1  -1
  8   nalber   0  -1   0   1   2   5  10  15  24 -1  -1  -1
  9  permife   0  -1   0   1  21   8  20  14   6 -1  -1  -1
 10  furasti   0  -1   0   1  17  21   5   7  22 -1  -1  -1
 11    tewok   0  -1   0   1   0   8  23   4   2 -1  -1  -1
 12  molkate   0  -1   1   0  15  19  22   1  14 -1  -1  -1
 13  hilejin   0  -1   1   0  16   5   2   9   3 -1  -1  -1
 14   botuyn   0  -1   1   0  11  23   0   6  12 -1  -1  -1
 15   uwimor   0  -1   1   0  17  21   8   4  18 -1  -1  -1
 16  larnist   0  -1   1   0  10   7  13  20  24 -1  -1  -1
 17    medan   0  -1   1   0   9   7   2   8   4 -1  -1  -1
 18   schese   0  -1   1   1  21  10  14   3  17 -1  -1  -1
 19    botsy   0  -1   1   1   5  22  20   0  13 -1  -1  -1
 20    frask   0  -1   1   1   6   1  19  15  11 -1  -1  -1
 21   hiwawa   0  -1   1   1  24  16  12  23  18 -1  -1  -1
 22  kiwehon   0  -1   1   1  15   7   8  18  24 -1  -1  -1
 23    noste   0  -1   1   1  10  22  14  21  12 -1  -1  -1
 24   ananas   1   0   0   0  16  14  20  15   9 -1  -1  -1
 25     tanz   1   0   0   0   3   1  11  24  10 -1  -1  -1
 26    jacht   1   0   0   0  12   6  18  13  19 -1  -1  -1
 27    sanft   1   0   0   1   0   6  23  18   2 -1  -1  -1
 28     jazz   1   0   0   1  12  20   4  15  11 -1  -1  -1
 29    sacht   1   0   0   1  19   8   5  24   1 -1  -1  -1
 30     baby   1   0   1   0   5  19   9   6   1 -1  -1  -1
 31  hautnah   1   0   1   0   2  17  11  16   3 -1  -1  -1
 32   schatz   1   0   1   0  20   0  23  13   4 -1  -1  -1
 33     bach   1   0   1   1   3  15   7  13   0 -1  -1  -1
 34   hübsch   1   0   1   1  21  10   2  16   4 -1  -1  -1
 35    schön   1   0   1   1  17  20   6  24   9 -1  -1  -1
 36     irre   1   1   0   0  14  21  17   3   7 -1  -1  -1
 37  erreger   1   1   0   0  22  13   9  16  10 -1  -1  -1
 38   kerker   1   1   0   0   9  22  12  11   0 -1  -1  -1
 39     mord   1   1   0   1  14   2   6  17  15 -1  -1  -1
 40    eklig   1   1   0   1   3   4   1   7  24 -1  -1  -1
 41    groll   1   1   0   1   8  18   5  20  19 -1  -1  -1
 42    kippe   1   1   1   0  11  23   1  14   8 -1  -1  -1
 43   gierig   1   1   1   0  18  19  12  22   5 -1  -1  -1
 44    viper   1   1   1   0  22   2   1  16  13 -1  -1  -1
 45    krieg   1   1   1   1   4   0   7   3  19 -1  -1  -1
 46  grimmig   1   1   1   1   6  20  18  14   5 -1  -1  -1
 47    droge   1   1   1   1  23  24   9  10  11 -1  -1  -1
CSs
positiv, cs, Liste[positiv*5+cs].wort, fn
  0   0 pimuide 
  0   1 obacu 
  0   2 sleshen 
  0   3 umeuken 
  0   4 laumens 
  1   0 yosud 
  1   1 jaciyn 
  1   2 ubajec 
  1   3 nalber 
  1   4 permife 
US-Bilder
cs, Liste[cs].wort, istpositiv, usnr, Liste[cs].us[us], fn
  0 pimuide  -1   0   9 bild/pos (10)s (Large).bmp
  0 pimuide  -1   1  11 bild/pos (12)s (Large).bmp
  0 pimuide  -1   2  12 bild/pos (13)s (Large).bmp
  0 pimuide  -1   3  10 bild/pos (11)s (Large).bmp
  0 pimuide  -1   4   2 bild/pos (3)s (Large).bmp
  1 obacu  -1   0  21 bild/pos (22)s (Large).bmp
  1 obacu  -1   1   8 bild/pos (9)s (Large).bmp
  1 obacu  -1   2  14 bild/pos (15)s (Large).bmp
  1 obacu  -1   3   3 bild/pos (4)s (Large).bmp
  1 obacu  -1   4   4 bild/pos (5)s (Large).bmp
  2 sleshen  -1   0   1 bild/pos (2)s (Large).bmp
  2 sleshen  -1   1  17 bild/pos (18)s (Large).bmp
  2 sleshen  -1   2   0 bild/pos (1)s (Large).bmp
  2 sleshen  -1   3  24 bild/pos (25)s (Large).bmp
  2 sleshen  -1   4  15 bild/pos (16)s (Large).bmp
  3 umeuken  -1   0  18 bild/pos (19)s (Large).bmp
  3 umeuken  -1   1  16 bild/pos (17)s (Large).bmp
  3 umeuken  -1   2   5 bild/pos (6)s (Large).bmp
  3 umeuken  -1   3   6 bild/pos (7)s (Large).bmp
  3 umeuken  -1   4  19 bild/pos (20)s (Large).bmp
  4 laumens  -1   0  13 bild/pos (14)s (Large).bmp
  4 laumens  -1   1  23 bild/pos (24)s (Large).bmp
  4 laumens  -1   2  22 bild/pos (23)s (Large).bmp
  4 laumens  -1   3   7 bild/pos (8)s (Large).bmp
  4 laumens  -1   4  20 bild/pos (21)s (Large).bmp
  5 yosud  -1   0  17 bild/pos (18)s (Large).bmp
  5 yosud  -1   1   7 bild/pos (8)s (Large).bmp
  5 yosud  -1   2  13 bild/pos (14)s (Large).bmp
  5 yosud  -1   3  12 bild/pos (13)s (Large).bmp
  5 yosud  -1   4  11 bild/pos (12)s (Large).bmp
  6 jaciyn  -1   0   0 bild/pos (1)s (Large).bmp
  6 jaciyn  -1   1  16 bild/pos (17)s (Large).bmp
  6 jaciyn  -1   2   1 bild/pos (2)s (Large).bmp
  6 jaciyn  -1   3   4 bild/pos (5)s (Large).bmp
  6 jaciyn  -1   4   9 bild/pos (10)s (Large).bmp
  7 ubajec  -1   0  18 bild/pos (19)s (Large).bmp
  7 ubajec  -1   1  23 bild/pos (24)s (Large).bmp
  7 ubajec  -1   2   3 bild/pos (4)s (Large).bmp
  7 ubajec  -1   3  19 bild/pos (20)s (Large).bmp
  7 ubajec  -1   4  22 bild/pos (23)s (Large).bmp
  8 nalber  -1   0   2 bild/pos (3)s (Large).bmp
  8 nalber  -1   1   5 bild/pos (6)s (Large).bmp
  8 nalber  -1   2  10 bild/pos (11)s (Large).bmp
  8 nalber  -1   3  15 bild/pos (16)s (Large).bmp
  8 nalber  -1   4  24 bild/pos (25)s (Large).bmp
  9 permife  -1   0  21 bild/pos (22)s (Large).bmp
  9 permife  -1   1   8 bild/pos (9)s (Large).bmp
  9 permife  -1   2  20 bild/pos (21)s (Large).bmp
  9 permife  -1   3  14 bild/pos (15)s (Large).bmp
  9 permife  -1   4   6 bild/pos (7)s (Large).bmp
 10 furasti  -1   0  17 bild/pos (18)s (Large).bmp
 10 furasti  -1   1  21 bild/pos (22)s (Large).bmp
 10 furasti  -1   2   5 bild/pos (6)s (Large).bmp
 10 furasti  -1   3   7 bild/pos (8)s (Large).bmp
 10 furasti  -1   4  22 bild/pos (23)s (Large).bmp
 11 tewok  -1   0   0 bild/pos (1)s (Large).bmp
 11 tewok  -1   1   8 bild/pos (9)s (Large).bmp
 11 tewok  -1   2  23 bild/pos (24)s (Large).bmp
 11 tewok  -1   3   4 bild/pos (5)s (Large).bmp
 11 tewok  -1   4   2 bild/pos (3)s (Large).bmp
 12 molkate  -1   0  15 bild/pos (16)s (Large).bmp
