subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
62,3,a,EC_only,nonword,0,lobee,negative,critical,9,1521327,1525956
62,3,a,EC_only,nonword,1,roosle,positive,critical,8,1526988,1531511
62,3,a,EC_only,nonword,2,babit,positive,critical,5,1532544,1535108
62,3,a,EC_only,nonword,3,tavoo,none,filler,6,1536140,1538732
62,3,a,EC_only,nonword,4,trelle,none,filler,8,1539764,1542401
62,3,a,EC_only,nonword,5,altine,none,filler,13,1543433,1545205
62,3,a,EC_only,nonword,6,tafta,negative,critical,10,1546237,1549113
62,3,a,EC_only,nonword,7,pubio,none,filler,15,1550146,1553186
62,3,a,EC_only,nonword,8,hesire,negative,critical,3,1554218,1556442
62,3,a,EC_only,nonword,9,naptor,none,filler,9,1557474,1561006
62,3,a,EC_only,nonword,10,seloom,positive,critical,7,1562037,1564223
62,3,a,EC_only,nonword,11,coskie,positive,critical,4,1565254,1569369
62,3,a,EC_only,nonword,12,zillie,negative,critical,5,1570400,1572926
62,3,a,EC_only,nonword,13,avouco,none,filler,11,1573958,1576379
62,3,a,EC_only,nonword,14,makan,positive,control,10,1577411,1579522
62,3,a,EC_only,nonword,15,parlic,negative,control,9,1580554,1582483
