subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
6,EC_only,nonword,0,lobee,positive,critical,Bücher,word,1710.png,2160.png,2071.png,Leben,Bücher,Geschenk,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1639236,1649860
6,EC_only,nonword,1,roosle,negative,critical,Frust,word,9432.png,9435.png,9102.png,Sadist,Horror,Frust,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1650901,1658681
6,EC_only,nonword,2,zillie,neutral,filler,neu7820.png,picture,neu7820.png,neu2620.png,neu5510.png,Tuch,Knopf,Glas,picture,picture,picture,word,word,word,yes,no,no,no,no,no,1659724,1664563
6,EC_only,nonword,3,naptor,negative,control,9007.png,picture,9007.png,3220.png,9421.png,Ärger,Not,Horror,picture,picture,picture,word,word,word,yes,no,no,no,no,no,1665604,1669773
6,EC_only,nonword,4,coskie,negative,critical,9630.png,picture,9630.png,9342.png,9331.png,Eiter,Abgrund,AIDS,picture,picture,picture,word,word,word,no,no,no,no,no,no,1670814,1677344
6,EC_only,nonword,5,parlic,positive,control,Geburt,word,7580.png,2660.png,2071.png,Sonne,Strand,Geburt,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1678384,1684944
6,EC_only,nonword,6,makan,positive,critical,1999.png,picture,4220.png,2660.png,1999.png,Scherz,Geschenk,Spiel,picture,picture,picture,word,word,word,yes,no,no,no,no,no,1685984,1690173
6,EC_only,nonword,7,hesire,neutral,filler,neu2620.png,picture,neu2620.png,neu7187.png,neu7820.png,Hand,Kreis,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,1691213,1697038
6,EC_only,nonword,8,altine,positive,critical,Paradies,word,2160.png,2208.png,8540.png,Sommer,Paradies,Ruhe,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1698086,1702683
6,EC_only,nonword,9,trelle,neutral,filler,neu2372.png,picture,neu1616.png,neu7640.png,neu2372.png,Knopf,Kreis,Glas,picture,picture,picture,word,word,word,no,no,no,no,no,no,1703723,1707911
6,EC_only,nonword,10,avouco,negative,critical,1525.png,picture,1525.png,3300.png,2276.png,Krieg,Stress,Unglück,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1708951,1715004
6,EC_only,nonword,11,tafta,negative,critical,Unfall,word,3300.png,9006.png,9220.png,Unfall,Sadist,Betrug,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1716045,1723434
6,EC_only,nonword,12,babit,positive,critical,5831.png,picture,5594.png,5831.png,1463.png,Musik,Romantik,Sommer,picture,picture,picture,word,word,word,no,yes,no,no,no,no,1724475,1731041
6,EC_only,nonword,13,tavoo,neutral,filler,Linie,word,neu5510.png,neu7187.png,neu2620.png,Knopf,Linie,Taste,picture,picture,picture,word,word,word,no,no,no,no,no,no,1732082,1735958
6,EC_only,nonword,14,seloom,neutral,filler,neu1616.png,picture,neu7187.png,neu2220.png,neu1616.png,Linie,Tuch,Hand,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1736998,1743370
6,EC_only,nonword,15,pubio,neutral,filler,Knopf,word,neu7640.png,neu2220.png,neu5510.png,Tuch,Knopf,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1744410,1748188
