subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
9,13,a,EC_only,nonword,0,roosle,negative,critical,13,1334830,1339871
9,13,a,EC_only,nonword,1,hesire,negative,critical,13,1340902,1344018
9,13,a,EC_only,nonword,2,lobee,none,filler,15,1345050,1347372
9,13,a,EC_only,nonword,3,seloom,positive,control,6,1348405,1350537
9,13,a,EC_only,nonword,4,zillie,none,filler,5,1351569,1354011
9,13,a,EC_only,nonword,5,naptor,none,filler,17,1355044,1357249
9,13,a,EC_only,nonword,6,coskie,positive,critical,9,1358281,1360722
9,13,a,EC_only,nonword,7,babit,positive,critical,7,1361755,1363101
9,13,a,EC_only,nonword,8,pubio,positive,critical,13,1364132,1365304
9,13,a,EC_only,nonword,9,trelle,none,filler,12,1366335,1368468
9,13,a,EC_only,nonword,10,tavoo,negative,control,13,1369499,1370872
9,13,a,EC_only,nonword,11,tafta,negative,critical,8,1371904,1373642
9,13,a,EC_only,nonword,12,avouco,none,filler,14,1374673,1376418
9,13,a,EC_only,nonword,13,makan,negative,critical,3,1377449,1379166
9,13,a,EC_only,nonword,14,altine,positive,critical,6,1380197,1381997
9,13,a,EC_only,nonword,15,parlic,none,filler,14,1383029,1385378
