subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
93,9,a,EC_only,nonword,0,roosle,negative,control,no,yes,no,no,1672914,1677307
93,9,a,EC_only,nonword,1,tavoo,none,filler,no,yes,no,no,1678340,1679508
93,9,a,EC_only,nonword,2,altine,negative,critical,no,no,yes,no,1680541,1682325
93,9,a,EC_only,nonword,3,hesire,none,filler,no,no,no,yes,1683358,1686220
93,9,a,EC_only,nonword,4,tafta,positive,control,yes,no,no,no,1687253,1688682
93,9,a,EC_only,nonword,5,parlic,positive,critical,no,no,yes,no,1689715,1690626
93,9,a,EC_only,nonword,6,babit,positive,critical,no,no,yes,no,1691659,1692315
93,9,a,EC_only,nonword,7,seloom,none,filler,no,no,yes,no,1693348,1694542
93,9,a,EC_only,nonword,8,trelle,positive,critical,no,no,no,yes,1695575,1697185
93,9,a,EC_only,nonword,9,makan,positive,critical,no,no,yes,no,1698227,1699486
93,9,a,EC_only,nonword,10,avouco,none,filler,no,yes,no,no,1700518,1702202
93,9,a,EC_only,nonword,11,coskie,none,filler,no,no,no,yes,1703234,1704860
93,9,a,EC_only,nonword,12,lobee,negative,critical,no,yes,no,no,1705894,1706971
93,9,a,EC_only,nonword,13,pubio,negative,critical,no,no,yes,no,1708003,1709250
93,9,a,EC_only,nonword,14,zillie,negative,critical,no,no,yes,no,1710282,1711451
93,9,a,EC_only,nonword,15,naptor,none,filler,no,no,no,yes,1712483,1714904
