subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
106,20,a,EC_only,pokemon,0,2_mittel.png,negative,critical,no,no,no,yes,1832402,1852188
106,20,a,EC_only,pokemon,1,24_mittel.png,none,filler,no,no,yes,no,1853220,1856867
106,20,a,EC_only,pokemon,2,10_mittel.png,positive,critical,no,no,no,yes,1857899,1861811
106,20,a,EC_only,pokemon,3,4_mittel.png,negative,critical,no,no,yes,no,1862843,1864735
106,20,a,EC_only,pokemon,4,23_mittel.png,none,filler,no,no,no,yes,1865768,1873976
106,20,a,EC_only,pokemon,5,39_mittel.png,none,filler,no,no,no,yes,1875008,1880381
106,20,a,EC_only,pokemon,6,16_mittel.png,positive,critical,no,no,no,yes,1881413,1884784
106,20,a,EC_only,pokemon,7,11_mittel.png,none,filler,no,no,no,yes,1885816,1887450
106,20,a,EC_only,pokemon,8,9_mittel.png,positive,control,yes,no,no,no,1888491,1890848
106,20,a,EC_only,pokemon,9,15_mittel.png,negative,critical,no,yes,no,no,1891880,1894384
106,20,a,EC_only,pokemon,10,18_mittel.png,negative,critical,no,no,no,yes,1895416,1899637
106,20,a,EC_only,pokemon,11,40_mittel.png,none,filler,yes,no,no,no,1900669,1904531
106,20,a,EC_only,pokemon,12,25_mittel.png,negative,control,no,yes,no,no,1905563,1909455
106,20,a,EC_only,pokemon,13,5_mittel.png,none,filler,yes,no,no,no,1910489,1913254
106,20,a,EC_only,pokemon,14,22_mittel.png,positive,critical,yes,no,no,no,1914287,1915375
106,20,a,EC_only,pokemon,15,37_mittel.png,positive,critical,no,no,yes,no,1916408,1921718
