subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
119,29,a,EC_only,pokemon,0,37_mittel.png,positive,critical,6,1831378,1844940
119,29,a,EC_only,pokemon,1,40_mittel.png,positive,critical,8,1845972,1855348
119,29,a,EC_only,pokemon,2,18_mittel.png,negative,control,9,1856380,1859650
119,29,a,EC_only,pokemon,3,16_mittel.png,positive,critical,5,1860682,1865286
119,29,a,EC_only,pokemon,4,2_mittel.png,negative,critical,14,1866318,1872378
119,29,a,EC_only,pokemon,5,4_mittel.png,positive,control,12,1873410,1878072
119,29,a,EC_only,pokemon,6,39_mittel.png,positive,critical,8,1879104,1883790
119,29,a,EC_only,pokemon,7,15_mittel.png,none,filler,13,1884822,1886750
119,29,a,EC_only,pokemon,8,25_mittel.png,none,filler,6,1887782,1890821
119,29,a,EC_only,pokemon,9,24_mittel.png,none,filler,12,1891852,1896330
119,29,a,EC_only,pokemon,10,10_mittel.png,none,filler,6,1897362,1900946
119,29,a,EC_only,pokemon,11,11_mittel.png,none,filler,7,1901978,1908721
119,29,a,EC_only,pokemon,12,5_mittel.png,negative,critical,7,1909752,1914034
119,29,a,EC_only,pokemon,13,22_mittel.png,negative,critical,12,1915066,1919659
119,29,a,EC_only,pokemon,14,9_mittel.png,negative,critical,9,1920691,1924309
119,29,a,EC_only,pokemon,15,23_mittel.png,none,filler,6,1925341,1933060
