subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
82,28,a,EC_subj_obj,pokemon,0,5_mittel.png,negative,critical,2,1829021,1832357
82,28,a,EC_subj_obj,pokemon,1,10_mittel.png,none,filler,18,1833390,1834792
82,28,a,EC_subj_obj,pokemon,2,40_mittel.png,positive,critical,0,1835824,1839150
82,28,a,EC_subj_obj,pokemon,3,16_mittel.png,negative,critical,4,1840182,1842524
82,28,a,EC_subj_obj,pokemon,4,22_mittel.png,negative,control,19,1843556,1844885
82,28,a,EC_subj_obj,pokemon,5,18_mittel.png,none,filler,8,1845917,1847211
82,28,a,EC_subj_obj,pokemon,6,4_mittel.png,positive,critical,19,1848243,1849950
82,28,a,EC_subj_obj,pokemon,7,23_mittel.png,negative,critical,13,1850983,1852666
82,28,a,EC_subj_obj,pokemon,8,15_mittel.png,negative,critical,9,1853697,1855348
82,28,a,EC_subj_obj,pokemon,9,39_mittel.png,none,filler,15,1856380,1858308
82,28,a,EC_subj_obj,pokemon,10,25_mittel.png,none,filler,19,1859339,1861153
82,28,a,EC_subj_obj,pokemon,11,37_mittel.png,positive,critical,19,1862184,1863200
82,28,a,EC_subj_obj,pokemon,12,11_mittel.png,positive,critical,6,1864231,1865963
82,28,a,EC_subj_obj,pokemon,13,9_mittel.png,none,filler,10,1866994,1869400
82,28,a,EC_subj_obj,pokemon,14,2_mittel.png,none,filler,16,1870431,1872375
82,28,a,EC_subj_obj,pokemon,15,24_mittel.png,positive,control,17,1873407,1875074
