subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
33,12,a,EC_only,nonword,0,parlic,none,filler,no,no,yes,no,1633980,1649336
33,12,a,EC_only,nonword,1,makan,none,filler,yes,no,no,no,1650369,1656559
33,12,a,EC_only,nonword,2,coskie,negative,critical,no,no,yes,no,1657592,1671205
33,12,a,EC_only,nonword,3,lobee,positive,critical,no,no,yes,no,1672238,1674820
33,12,a,EC_only,nonword,4,seloom,none,filler,no,no,yes,no,1675853,1677309
33,12,a,EC_only,nonword,5,babit,negative,critical,no,no,yes,no,1678342,1679248
33,12,a,EC_only,nonword,6,pubio,negative,critical,no,no,yes,no,1680281,1681311
33,12,a,EC_only,nonword,7,hesire,none,filler,yes,no,no,no,1682344,1692741
33,12,a,EC_only,nonword,8,trelle,positive,control,yes,no,no,no,1693773,1694874
33,12,a,EC_only,nonword,9,roosle,positive,critical,no,no,yes,no,1695918,1698215
33,12,a,EC_only,nonword,10,tafta,none,filler,no,no,yes,no,1699248,1700780
33,12,a,EC_only,nonword,11,tavoo,negative,critical,no,no,yes,no,1701812,1702966
33,12,a,EC_only,nonword,12,zillie,positive,critical,no,no,yes,no,1703998,1705168
33,12,a,EC_only,nonword,13,avouco,none,filler,no,no,yes,no,1706200,1707577
33,12,a,EC_only,nonword,14,naptor,positive,critical,no,no,yes,no,1708609,1709670
33,12,a,EC_only,nonword,15,altine,negative,control,no,no,no,yes,1710703,1719903
