subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
4,28,a,EC_only,pokemon,0,2_mittel.png,none,filler,16,1378575,1382670
4,28,a,EC_only,pokemon,1,37_mittel.png,positive,critical,9,1383702,1389146
4,28,a,EC_only,pokemon,2,15_mittel.png,negative,critical,14,1390178,1393488
4,28,a,EC_only,pokemon,3,24_mittel.png,positive,control,15,1394520,1396347
4,28,a,EC_only,pokemon,4,39_mittel.png,none,filler,7,1397379,1400400
4,28,a,EC_only,pokemon,5,22_mittel.png,negative,control,5,1401433,1403940
4,28,a,EC_only,pokemon,6,10_mittel.png,none,filler,7,1404972,1407949
4,28,a,EC_only,pokemon,7,16_mittel.png,negative,critical,5,1408982,1410862
4,28,a,EC_only,pokemon,8,11_mittel.png,positive,critical,9,1411894,1414878
4,28,a,EC_only,pokemon,9,18_mittel.png,none,filler,9,1415910,1416808
4,28,a,EC_only,pokemon,10,40_mittel.png,positive,critical,9,1417840,1418863
4,28,a,EC_only,pokemon,11,5_mittel.png,negative,critical,7,1419895,1422324
4,28,a,EC_only,pokemon,12,23_mittel.png,negative,critical,7,1423356,1424695
4,28,a,EC_only,pokemon,13,4_mittel.png,positive,critical,8,1425727,1427806
4,28,a,EC_only,pokemon,14,25_mittel.png,none,filler,14,1428838,1430252
4,28,a,EC_only,pokemon,15,9_mittel.png,none,filler,8,1431284,1433043
