subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
10,28,b,EC_subj_obj,pokemon,0,22_mittel.png,negative,control,19,2564792,2569244
10,28,b,EC_subj_obj,pokemon,1,9_mittel.png,none,filler,16,2570276,2574703
10,28,b,EC_subj_obj,pokemon,2,5_mittel.png,negative,critical,10,2575736,2580556
10,28,b,EC_subj_obj,pokemon,3,25_mittel.png,none,filler,6,2581589,2584688
10,28,b,EC_subj_obj,pokemon,4,39_mittel.png,none,filler,14,2585720,2590599
10,28,b,EC_subj_obj,pokemon,5,4_mittel.png,positive,critical,17,2591632,2594299
10,28,b,EC_subj_obj,pokemon,6,23_mittel.png,negative,critical,6,2595332,2597776
10,28,b,EC_subj_obj,pokemon,7,18_mittel.png,none,filler,1,2598808,2601573
10,28,b,EC_subj_obj,pokemon,8,16_mittel.png,negative,critical,3,2602604,2604692
10,28,b,EC_subj_obj,pokemon,9,11_mittel.png,positive,critical,14,2605723,2609319
10,28,b,EC_subj_obj,pokemon,10,24_mittel.png,positive,control,4,2610351,2612714
10,28,b,EC_subj_obj,pokemon,11,10_mittel.png,none,filler,0,2613746,2615738
10,28,b,EC_subj_obj,pokemon,12,40_mittel.png,positive,critical,0,2616770,2618851
10,28,b,EC_subj_obj,pokemon,13,2_mittel.png,none,filler,14,2619883,2623002
10,28,b,EC_subj_obj,pokemon,14,37_mittel.png,positive,critical,0,2624035,2629237
10,28,b,EC_subj_obj,pokemon,15,15_mittel.png,negative,critical,4,2630269,2633257
