subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
60,4,a,EC_subj_obj,nonword,0,makan,positive,critical,no,yes,no,no,2390204,2395857
60,4,a,EC_subj_obj,nonword,1,parlic,positive,control,no,no,no,yes,2396890,2400558
60,4,a,EC_subj_obj,nonword,2,babit,positive,critical,no,no,yes,no,2401591,2404748
60,4,a,EC_subj_obj,nonword,3,pubio,none,filler,yes,no,no,no,2405781,2412314
60,4,a,EC_subj_obj,nonword,4,lobee,positive,critical,yes,no,no,no,2413347,2417056
60,4,a,EC_subj_obj,nonword,5,hesire,none,filler,no,no,no,yes,2418089,2420960
60,4,a,EC_subj_obj,nonword,6,altine,positive,critical,no,no,yes,no,2421993,2427413
60,4,a,EC_subj_obj,nonword,7,tavoo,none,filler,no,no,yes,no,2428456,2430364
60,4,a,EC_subj_obj,nonword,8,naptor,negative,control,no,yes,no,no,2431397,2433257
60,4,a,EC_subj_obj,nonword,9,trelle,none,filler,no,no,no,yes,2434290,2439205
60,4,a,EC_subj_obj,nonword,10,seloom,none,filler,no,no,yes,no,2440237,2447770
60,4,a,EC_subj_obj,nonword,11,roosle,negative,critical,no,no,yes,no,2448802,2450315
60,4,a,EC_subj_obj,nonword,12,tafta,negative,critical,no,yes,no,no,2451347,2453837
60,4,a,EC_subj_obj,nonword,13,coskie,negative,critical,no,no,yes,no,2454870,2456531
60,4,a,EC_subj_obj,nonword,14,zillie,none,filler,yes,no,no,no,2457564,2459991
60,4,a,EC_subj_obj,nonword,15,avouco,negative,critical,no,no,no,yes,2461023,2465230
