subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
38,26,a,EC_only,pokemon,0,4_mittel.png,none,filler,no,no,yes,no,1698065,1707636
38,26,a,EC_only,pokemon,1,40_mittel.png,none,filler,no,no,yes,no,1708669,1715665
38,26,a,EC_only,pokemon,2,11_mittel.png,negative,critical,no,no,yes,no,1716698,1718751
38,26,a,EC_only,pokemon,3,37_mittel.png,negative,critical,no,no,yes,no,1719784,1723944
38,26,a,EC_only,pokemon,4,24_mittel.png,positive,control,no,no,no,yes,1724977,1727530
38,26,a,EC_only,pokemon,5,23_mittel.png,positive,critical,no,no,yes,no,1728563,1729636
38,26,a,EC_only,pokemon,6,25_mittel.png,negative,critical,no,no,yes,no,1730668,1731598
38,26,a,EC_only,pokemon,7,15_mittel.png,positive,critical,no,no,yes,no,1732638,1733609
38,26,a,EC_only,pokemon,8,18_mittel.png,none,filler,yes,no,no,no,1734641,1739272
38,26,a,EC_only,pokemon,9,5_mittel.png,negative,critical,no,no,yes,no,1740305,1741861
38,26,a,EC_only,pokemon,10,16_mittel.png,positive,critical,no,no,yes,no,1742894,1744873
38,26,a,EC_only,pokemon,11,10_mittel.png,negative,control,no,no,no,yes,1745906,1748361
38,26,a,EC_only,pokemon,12,2_mittel.png,none,filler,no,no,yes,no,1749393,1750826
38,26,a,EC_only,pokemon,13,9_mittel.png,none,filler,no,no,yes,no,1751859,1753281
38,26,a,EC_only,pokemon,14,39_mittel.png,positive,critical,no,yes,no,no,1754314,1757011
38,26,a,EC_only,pokemon,15,22_mittel.png,none,filler,no,no,yes,no,1758043,1759353
