subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
109,1,a,EC_only,nonword,0,hesire,none,filler,no,no,yes,no,1660829,1671915
109,1,a,EC_only,nonword,1,tavoo,negative,critical,no,no,yes,no,1672948,1674398
109,1,a,EC_only,nonword,2,naptor,none,filler,yes,no,no,no,1675431,1679786
109,1,a,EC_only,nonword,3,babit,positive,critical,no,no,yes,no,1680819,1682756
109,1,a,EC_only,nonword,4,trelle,none,filler,no,no,yes,no,1683789,1687500
109,1,a,EC_only,nonword,5,seloom,positive,critical,no,no,yes,no,1688533,1694285
109,1,a,EC_only,nonword,6,makan,negative,critical,no,no,yes,no,1695318,1696370
109,1,a,EC_only,nonword,7,parlic,negative,critical,no,no,yes,no,1697404,1698594
109,1,a,EC_only,nonword,8,tafta,positive,critical,no,no,yes,no,1699634,1700582
109,1,a,EC_only,nonword,9,roosle,none,filler,no,no,yes,no,1701614,1702720
109,1,a,EC_only,nonword,10,avouco,negative,critical,no,no,yes,no,1703752,1704800
109,1,a,EC_only,nonword,11,altine,none,filler,no,no,yes,no,1705832,1706797
109,1,a,EC_only,nonword,12,lobee,positive,control,yes,no,no,no,1707829,1710907
109,1,a,EC_only,nonword,13,pubio,positive,critical,no,no,yes,no,1711940,1713228
109,1,a,EC_only,nonword,14,zillie,negative,control,yes,no,no,no,1714260,1718016
109,1,a,EC_only,nonword,15,coskie,none,filler,yes,no,no,no,1719050,1720880
