subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
84,19,a,EC_only,pokemon,0,15_mittel.png,none,filler,no,no,no,yes,1614203,1619625
84,19,a,EC_only,pokemon,1,22_mittel.png,negative,control,no,yes,no,no,1620658,1624626
84,19,a,EC_only,pokemon,2,9_mittel.png,positive,critical,no,no,yes,no,1625660,1630257
84,19,a,EC_only,pokemon,3,4_mittel.png,negative,critical,no,no,yes,no,1631290,1633021
84,19,a,EC_only,pokemon,4,24_mittel.png,positive,critical,no,no,yes,no,1634054,1635413
84,19,a,EC_only,pokemon,5,11_mittel.png,negative,critical,no,no,yes,no,1636446,1637328
84,19,a,EC_only,pokemon,6,5_mittel.png,negative,critical,no,yes,no,no,1638361,1647717
84,19,a,EC_only,pokemon,7,39_mittel.png,positive,critical,yes,no,no,no,1648750,1652741
84,19,a,EC_only,pokemon,8,40_mittel.png,negative,critical,no,no,yes,no,1653774,1655650
84,19,a,EC_only,pokemon,9,37_mittel.png,none,filler,no,no,yes,no,1656692,1659472
84,19,a,EC_only,pokemon,10,23_mittel.png,positive,critical,no,no,yes,no,1660505,1661493
84,19,a,EC_only,pokemon,11,2_mittel.png,none,filler,no,yes,no,no,1662526,1667890
84,19,a,EC_only,pokemon,12,18_mittel.png,none,filler,no,no,yes,no,1668923,1670686
84,19,a,EC_only,pokemon,13,10_mittel.png,none,filler,no,no,no,yes,1671719,1674889
84,19,a,EC_only,pokemon,14,25_mittel.png,none,filler,no,no,yes,no,1675922,1678202
84,19,a,EC_only,pokemon,15,16_mittel.png,positive,control,yes,no,no,no,1679235,1681339
