subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
4,28,a,EC_only,pokemon,0,9_mittel.png,none,filler,no,no,yes,no,1467220,1471264
4,28,a,EC_only,pokemon,1,22_mittel.png,negative,control,no,yes,no,no,1472298,1475690
4,28,a,EC_only,pokemon,2,11_mittel.png,positive,critical,no,no,yes,no,1476724,1480783
4,28,a,EC_only,pokemon,3,23_mittel.png,negative,critical,no,no,no,yes,1481817,1484607
4,28,a,EC_only,pokemon,4,39_mittel.png,none,filler,no,no,yes,no,1485640,1493633
4,28,a,EC_only,pokemon,5,40_mittel.png,positive,critical,yes,no,no,no,1494666,1497098
4,28,a,EC_only,pokemon,6,5_mittel.png,negative,critical,no,no,yes,no,1498131,1500135
4,28,a,EC_only,pokemon,7,16_mittel.png,negative,critical,no,yes,no,no,1501169,1503587
4,28,a,EC_only,pokemon,8,4_mittel.png,positive,critical,no,no,yes,no,1504620,1509161
4,28,a,EC_only,pokemon,9,2_mittel.png,none,filler,no,no,no,yes,1510203,1512447
4,28,a,EC_only,pokemon,10,24_mittel.png,positive,control,no,no,no,yes,1513481,1521943
4,28,a,EC_only,pokemon,11,15_mittel.png,negative,critical,no,yes,no,no,1522976,1524910
4,28,a,EC_only,pokemon,12,37_mittel.png,positive,critical,no,no,yes,no,1525944,1527339
4,28,a,EC_only,pokemon,13,18_mittel.png,none,filler,no,no,yes,no,1528373,1529854
4,28,a,EC_only,pokemon,14,25_mittel.png,none,filler,no,yes,no,no,1530887,1533016
4,28,a,EC_only,pokemon,15,10_mittel.png,none,filler,no,no,yes,no,1534049,1535877
