subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
48,10,a,EC_only,nonword,0,parlic,none,filler,no,no,yes,no,1598613,1604772
48,10,a,EC_only,nonword,1,altine,positive,critical,no,no,yes,no,1605806,1613568
48,10,a,EC_only,nonword,2,naptor,none,filler,no,yes,no,no,1614601,1618060
48,10,a,EC_only,nonword,3,tavoo,negative,critical,no,no,yes,no,1619093,1624605
48,10,a,EC_only,nonword,4,coskie,negative,critical,no,no,yes,no,1625639,1627127
48,10,a,EC_only,nonword,5,pubio,positive,critical,no,no,yes,no,1628160,1630996
48,10,a,EC_only,nonword,6,roosle,negative,critical,no,no,yes,no,1632029,1633366
48,10,a,EC_only,nonword,7,lobee,none,filler,no,no,yes,no,1634399,1635284
48,10,a,EC_only,nonword,8,trelle,positive,control,yes,no,no,no,1636325,1642560
48,10,a,EC_only,nonword,9,zillie,negative,critical,no,no,yes,no,1643594,1645527
48,10,a,EC_only,nonword,10,makan,none,filler,no,no,yes,no,1646561,1647970
48,10,a,EC_only,nonword,11,seloom,none,filler,yes,no,no,no,1649003,1653007
48,10,a,EC_only,nonword,12,tafta,positive,critical,no,no,yes,no,1654040,1655877
48,10,a,EC_only,nonword,13,avouco,positive,critical,no,no,yes,no,1656911,1659035
48,10,a,EC_only,nonword,14,babit,none,filler,no,no,yes,no,1660068,1667070
48,10,a,EC_only,nonword,15,hesire,negative,control,yes,no,no,no,1668103,1671667
