subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
59,EC_only,pokemon,0,24_mittel.png,neutral,filler,neu2487.png,picture,neu7490.png,neu5740.png,neu2487.png,Sessel,Kreis,Taste,picture,picture,picture,word,word,word,no,no,no,no,no,no,1647249,1658577
59,EC_only,pokemon,1,23_mittel.png,positive,critical,7470.png,picture,2058.png,7470.png,2091.png,Brief,Kinder,Lob,picture,picture,picture,word,word,word,no,no,no,no,no,no,1659617,1660252
59,EC_only,pokemon,2,40_mittel.png,positive,critical,2070.png,picture,2070.png,2160.png,5460.png,Urlaub,Rose,Lachen,picture,picture,picture,word,word,word,no,no,no,no,no,no,1661292,1661602
59,EC_only,pokemon,3,22_mittel.png,positive,critical,Freizeit,word,2071.png,2091.png,5831.png,Freizeit,W‰rme,Scherz,picture,picture,picture,word,word,word,no,no,no,no,no,no,1662642,1662905
59,EC_only,pokemon,4,10_mittel.png,positive,critical,Spaﬂ,word,1650.png,2550.png,5994.png,W‰rme,Sonne,Spaﬂ,picture,picture,picture,word,word,word,no,no,no,no,no,no,1663945,1664234
59,EC_only,pokemon,5,5_mittel.png,negative,critical,Sadist,word,2750.png,2053.png,9330.png,Sadist,Mord,Finsternis,picture,picture,picture,word,word,word,no,no,no,no,no,no,1665280,1665402
59,EC_only,pokemon,6,2_mittel.png,neutral,filler,neu2580.png,picture,neu7640.png,neu2580.png,neu7550.png,Kreis,Taste,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,1666442,1666670
59,EC_only,pokemon,7,18_mittel.png,neutral,filler,Bein,word,neu7550.png,neu2580.png,neu5740.png,Klinke,Glas,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,1667709,1667927
59,EC_only,pokemon,8,25_mittel.png,negative,critical,9041.png,picture,9041.png,9560.png,9006.png,Horror,Gift,Gemeinheit,picture,picture,picture,word,word,word,no,no,no,no,no,no,1668966,1669204
59,EC_only,pokemon,9,16_mittel.png,positive,control,Paradies,word,2150.png,2058.png,4220.png,Scherz,Natur,Paradies,picture,picture,picture,word,word,word,no,no,no,no,no,no,1670245,1670498
59,EC_only,pokemon,10,37_mittel.png,neutral,filler,neu7080.png,picture,neu7820.png,neu7550.png,neu7080.png,Linie,Glas,Tuch,picture,picture,picture,word,word,word,no,no,no,no,no,no,1671538,1671919
59,EC_only,pokemon,11,4_mittel.png,negative,critical,Wahnsinn,word,3550.png,3220.png,9830.png,Gift,Wahnsinn,Pest,picture,picture,picture,word,word,word,no,no,no,no,no,no,1672959,1673259
59,EC_only,pokemon,12,9_mittel.png,neutral,filler,neu2220.png,picture,neu2220.png,neu2487.png,neu2575.png,Hand,Kreis,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,1674299,1674563
59,EC_only,pokemon,13,15_mittel.png,neutral,filler,neu7490.png,picture,neu2575.png,neu7490.png,neu5510.png,Klinke,Hand,Glas,picture,picture,picture,word,word,word,no,no,no,no,no,no,1675602,1675952
59,EC_only,pokemon,14,39_mittel.png,negative,control,1525.png,picture,9182.png,1525.png,2141.png,Krieg,Neid,Henker,picture,picture,picture,word,word,word,no,no,no,no,no,no,1676992,1677330
59,EC_only,pokemon,15,11_mittel.png,negative,critical,9102.png,picture,9102.png,9561.png,3300.png,Pech,Horror,Teufel,picture,picture,picture,word,word,word,no,no,no,no,no,no,1678370,1678651
