subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
27,18,a,EC_subj_obj,pokemon,0,10_mittel.png,none,filler,no,no,no,yes,2469394,2471741
27,18,a,EC_subj_obj,pokemon,1,11_mittel.png,negative,critical,yes,no,no,no,2472774,2474108
27,18,a,EC_subj_obj,pokemon,2,22_mittel.png,negative,critical,no,no,yes,no,2475142,2475786
27,18,a,EC_subj_obj,pokemon,3,16_mittel.png,negative,critical,no,no,yes,no,2476819,2477780
27,18,a,EC_subj_obj,pokemon,4,9_mittel.png,none,filler,no,yes,no,no,2478813,2480618
27,18,a,EC_subj_obj,pokemon,5,2_mittel.png,none,filler,no,no,yes,no,2481651,2482567
27,18,a,EC_subj_obj,pokemon,6,4_mittel.png,positive,control,yes,no,no,no,2483600,2484715
27,18,a,EC_subj_obj,pokemon,7,37_mittel.png,negative,control,yes,no,no,no,2485748,2487417
27,18,a,EC_subj_obj,pokemon,8,39_mittel.png,none,filler,no,no,yes,no,2488450,2489269
27,18,a,EC_subj_obj,pokemon,9,23_mittel.png,positive,critical,no,no,yes,no,2490310,2491152
27,18,a,EC_subj_obj,pokemon,10,5_mittel.png,none,filler,no,no,no,yes,2492185,2492904
27,18,a,EC_subj_obj,pokemon,11,18_mittel.png,negative,critical,no,yes,no,no,2493937,2495424
27,18,a,EC_subj_obj,pokemon,12,25_mittel.png,none,filler,yes,no,no,no,2496457,2497447
27,18,a,EC_subj_obj,pokemon,13,24_mittel.png,positive,critical,no,no,no,yes,2498480,2500042
27,18,a,EC_subj_obj,pokemon,14,40_mittel.png,positive,critical,no,yes,no,no,2501075,2501973
27,18,a,EC_subj_obj,pokemon,15,15_mittel.png,positive,critical,no,no,yes,no,2503006,2503898
