subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
5,29,b,EC_subj_obj,pokemon,0,22_mittel.png,negative,critical,yes,no,no,no,2019533,2025094
5,29,b,EC_subj_obj,pokemon,1,25_mittel.png,none,filler,no,no,yes,no,2026127,2028250
5,29,b,EC_subj_obj,pokemon,2,15_mittel.png,none,filler,no,yes,no,no,2029289,2034105
5,29,b,EC_subj_obj,pokemon,3,18_mittel.png,negative,control,no,yes,no,no,2035138,2038222
5,29,b,EC_subj_obj,pokemon,4,2_mittel.png,negative,critical,no,no,yes,no,2039255,2040591
5,29,b,EC_subj_obj,pokemon,5,40_mittel.png,positive,critical,no,no,yes,no,2041624,2043051
5,29,b,EC_subj_obj,pokemon,6,37_mittel.png,positive,critical,no,no,yes,no,2044084,2045685
5,29,b,EC_subj_obj,pokemon,7,24_mittel.png,none,filler,no,no,yes,no,2046718,2049005
5,29,b,EC_subj_obj,pokemon,8,4_mittel.png,positive,control,no,no,no,yes,2050038,2055590
5,29,b,EC_subj_obj,pokemon,9,16_mittel.png,positive,critical,no,no,yes,no,2056624,2057985
5,29,b,EC_subj_obj,pokemon,10,11_mittel.png,none,filler,no,no,yes,no,2059019,2063580
5,29,b,EC_subj_obj,pokemon,11,39_mittel.png,positive,critical,yes,no,no,no,2064622,2066398
5,29,b,EC_subj_obj,pokemon,12,10_mittel.png,none,filler,no,no,yes,no,2067430,2068790
5,29,b,EC_subj_obj,pokemon,13,23_mittel.png,none,filler,no,no,yes,no,2069823,2070688
5,29,b,EC_subj_obj,pokemon,14,5_mittel.png,negative,critical,yes,no,no,no,2071721,2073506
5,29,b,EC_subj_obj,pokemon,15,9_mittel.png,negative,critical,no,no,yes,no,2074538,2075651
