subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
90,25,b,EC_subj_obj,pokemon,0,9_mittel.png,none,filler,6,1873441,1878176
90,25,b,EC_subj_obj,pokemon,1,16_mittel.png,negative,critical,3,1879208,1881452
90,25,b,EC_subj_obj,pokemon,2,40_mittel.png,none,filler,7,1882484,1884682
90,25,b,EC_subj_obj,pokemon,3,37_mittel.png,negative,critical,15,1885715,1887515
90,25,b,EC_subj_obj,pokemon,4,15_mittel.png,positive,critical,11,1888547,1890515
90,25,b,EC_subj_obj,pokemon,5,5_mittel.png,negative,control,4,1891547,1894659
90,25,b,EC_subj_obj,pokemon,6,2_mittel.png,negative,critical,18,1895691,1898578
90,25,b,EC_subj_obj,pokemon,7,18_mittel.png,none,filler,6,1899610,1901528
90,25,b,EC_subj_obj,pokemon,8,11_mittel.png,negative,critical,15,1902560,1905490
90,25,b,EC_subj_obj,pokemon,9,22_mittel.png,none,filler,18,1906521,1908035
90,25,b,EC_subj_obj,pokemon,10,4_mittel.png,positive,critical,10,1909067,1911329
90,25,b,EC_subj_obj,pokemon,11,23_mittel.png,none,filler,7,1912361,1914491
90,25,b,EC_subj_obj,pokemon,12,10_mittel.png,none,filler,19,1915522,1917399
90,25,b,EC_subj_obj,pokemon,13,24_mittel.png,positive,critical,14,1918431,1920229
90,25,b,EC_subj_obj,pokemon,14,25_mittel.png,positive,critical,17,1921260,1922994
90,25,b,EC_subj_obj,pokemon,15,39_mittel.png,positive,control,9,1924026,1926081
