subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
75,9,b,EC_subj_obj,nonword,0,tavoo,none,filler,no,no,no,yes,2102943,2111508
75,9,b,EC_subj_obj,nonword,1,lobee,negative,critical,yes,no,no,no,2112541,2115415
75,9,b,EC_subj_obj,nonword,2,zillie,negative,critical,no,yes,no,no,2116448,2120045
75,9,b,EC_subj_obj,nonword,3,tafta,positive,control,yes,no,no,no,2121078,2127325
75,9,b,EC_subj_obj,nonword,4,makan,positive,critical,no,yes,no,no,2128358,2131537
75,9,b,EC_subj_obj,nonword,5,roosle,negative,control,yes,no,no,no,2132570,2135227
75,9,b,EC_subj_obj,nonword,6,trelle,positive,critical,no,no,no,yes,2136267,2138281
75,9,b,EC_subj_obj,nonword,7,seloom,none,filler,no,yes,no,no,2139315,2141251
75,9,b,EC_subj_obj,nonword,8,altine,negative,critical,no,no,no,yes,2142283,2144277
75,9,b,EC_subj_obj,nonword,9,avouco,none,filler,no,no,yes,no,2145310,2147982
75,9,b,EC_subj_obj,nonword,10,naptor,none,filler,yes,no,no,no,2149014,2154981
75,9,b,EC_subj_obj,nonword,11,pubio,negative,critical,yes,no,no,no,2156013,2158164
75,9,b,EC_subj_obj,nonword,12,babit,positive,critical,yes,no,no,no,2159197,2160684
75,9,b,EC_subj_obj,nonword,13,parlic,positive,critical,no,no,yes,no,2161716,2163346
75,9,b,EC_subj_obj,nonword,14,coskie,none,filler,no,no,no,yes,2164388,2167016
75,9,b,EC_subj_obj,nonword,15,hesire,none,filler,yes,no,no,no,2168049,2170341
