subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
106,20,a,EC_only,pokemon,0,16_mittel.png,positive,critical,7,1650804,1654166
106,20,a,EC_only,pokemon,1,2_mittel.png,negative,critical,6,1655198,1657980
106,20,a,EC_only,pokemon,2,4_mittel.png,negative,critical,10,1659011,1661283
106,20,a,EC_only,pokemon,3,15_mittel.png,negative,critical,8,1662315,1665074
106,20,a,EC_only,pokemon,4,5_mittel.png,none,filler,13,1666106,1668366
106,20,a,EC_only,pokemon,5,24_mittel.png,none,filler,6,1669398,1672251
106,20,a,EC_only,pokemon,6,37_mittel.png,positive,critical,7,1673282,1675692
106,20,a,EC_only,pokemon,7,40_mittel.png,none,filler,12,1676723,1680621
106,20,a,EC_only,pokemon,8,39_mittel.png,none,filler,10,1681652,1685305
106,20,a,EC_only,pokemon,9,9_mittel.png,positive,control,13,1686336,1689052
106,20,a,EC_only,pokemon,10,22_mittel.png,positive,critical,15,1690083,1692164
106,20,a,EC_only,pokemon,11,25_mittel.png,negative,control,13,1693196,1696931
106,20,a,EC_only,pokemon,12,11_mittel.png,none,filler,14,1697963,1700500
106,20,a,EC_only,pokemon,13,18_mittel.png,negative,critical,14,1701531,1704684
106,20,a,EC_only,pokemon,14,23_mittel.png,none,filler,14,1705715,1708667
106,20,a,EC_only,pokemon,15,10_mittel.png,positive,critical,14,1709698,1711485
