subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
45,22,a,EC_subj_obj,pokemon,0,18_mittel.png,positive,critical,19,2359475,2366158
45,22,a,EC_subj_obj,pokemon,1,24_mittel.png,positive,critical,19,2367190,2370208
45,22,a,EC_subj_obj,pokemon,2,25_mittel.png,none,filler,19,2371241,2373437
45,22,a,EC_subj_obj,pokemon,3,15_mittel.png,positive,control,19,2374469,2376124
45,22,a,EC_subj_obj,pokemon,4,39_mittel.png,none,filler,19,2377155,2378680
45,22,a,EC_subj_obj,pokemon,5,2_mittel.png,negative,critical,19,2379712,2380550
45,22,a,EC_subj_obj,pokemon,6,22_mittel.png,none,filler,17,2381582,2386018
45,22,a,EC_subj_obj,pokemon,7,11_mittel.png,none,filler,18,2387049,2389909
45,22,a,EC_subj_obj,pokemon,8,40_mittel.png,positive,critical,19,2390940,2394128
45,22,a,EC_subj_obj,pokemon,9,37_mittel.png,negative,critical,17,2395161,2397277
45,22,a,EC_subj_obj,pokemon,10,9_mittel.png,negative,critical,19,2398308,2402171
45,22,a,EC_subj_obj,pokemon,11,4_mittel.png,negative,control,17,2403202,2405072
45,22,a,EC_subj_obj,pokemon,12,23_mittel.png,positive,critical,17,2406103,2409956
45,22,a,EC_subj_obj,pokemon,13,5_mittel.png,negative,critical,18,2410987,2412756
45,22,a,EC_subj_obj,pokemon,14,10_mittel.png,none,filler,17,2413788,2415327
45,22,a,EC_subj_obj,pokemon,15,16_mittel.png,none,filler,18,2416358,2418843
