subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
98,26,a,EC_subj_obj,pokemon,0,9_mittel.png,none,filler,yes,no,no,no,2505268,2521059
98,26,a,EC_subj_obj,pokemon,1,18_mittel.png,none,filler,no,yes,no,no,2522092,2525704
98,26,a,EC_subj_obj,pokemon,2,2_mittel.png,none,filler,no,no,yes,no,2526737,2535527
98,26,a,EC_subj_obj,pokemon,3,40_mittel.png,none,filler,no,no,yes,no,2536561,2539531
98,26,a,EC_subj_obj,pokemon,4,24_mittel.png,positive,control,no,no,yes,no,2540565,2542029
98,26,a,EC_subj_obj,pokemon,5,25_mittel.png,negative,critical,no,no,yes,no,2543063,2544648
98,26,a,EC_subj_obj,pokemon,6,11_mittel.png,negative,critical,yes,no,no,no,2545685,2547569
98,26,a,EC_subj_obj,pokemon,7,15_mittel.png,positive,critical,no,no,yes,no,2548602,2551675
98,26,a,EC_subj_obj,pokemon,8,37_mittel.png,negative,critical,no,no,yes,no,2552708,2553631
98,26,a,EC_subj_obj,pokemon,9,22_mittel.png,none,filler,no,no,yes,no,2554663,2555383
98,26,a,EC_subj_obj,pokemon,10,39_mittel.png,positive,critical,yes,no,no,no,2556415,2559131
98,26,a,EC_subj_obj,pokemon,11,16_mittel.png,positive,critical,no,no,yes,no,2560164,2561676
98,26,a,EC_subj_obj,pokemon,12,4_mittel.png,none,filler,no,no,yes,no,2562708,2563429
98,26,a,EC_subj_obj,pokemon,13,10_mittel.png,negative,control,no,yes,no,no,2564462,2567335
98,26,a,EC_subj_obj,pokemon,14,5_mittel.png,negative,critical,no,no,yes,no,2568368,2569286
98,26,a,EC_subj_obj,pokemon,15,23_mittel.png,positive,critical,no,no,yes,no,2570327,2571070
