subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
84,EC_only,pokemon,0,5_mittel.png,negative,critical,Ekel,word,9041.png,2710.png,9520.png,Ekel,Gemeinheit,Pest,picture,picture,picture,word,word,word,no,no,no,no,no,no,1704322,1711928
84,EC_only,pokemon,1,25_mittel.png,neutral,filler,neu2620.png,picture,neu2620.png,neu7820.png,neu5510.png,Bein,Hand,Glas,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1712969,1716279
84,EC_only,pokemon,2,4_mittel.png,negative,critical,9000.png,picture,9000.png,6530.png,9220.png,Hektik,Angst,Finsternis,picture,picture,picture,word,word,word,no,no,no,no,no,no,1717320,1722711
84,EC_only,pokemon,3,16_mittel.png,positive,control,2070.png,picture,2791.png,1650.png,2070.png,Paradies,Kuss,Geburt,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1723751,1733827
84,EC_only,pokemon,4,15_mittel.png,neutral,filler,Dach,word,neu1616.png,neu5395.png,neu7820.png,Klinke,Linie,Dach,picture,picture,picture,word,word,word,no,yes,no,no,no,no,1734873,1744629
84,EC_only,pokemon,5,23_mittel.png,positive,critical,8370.png,picture,5629.png,8370.png,2209.png,Paradies,Kinder,Spiel,picture,picture,picture,word,word,word,no,no,no,no,no,no,1745670,1748376
84,EC_only,pokemon,6,22_mittel.png,negative,control,Sadist,word,9220.png,9007.png,9041.png,Absturz,Finsternis,Sadist,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1749418,1755528
84,EC_only,pokemon,7,11_mittel.png,negative,critical,Horror,word,9220.png,6555.png,9007.png,Unfall,Horror,Kälte,picture,picture,picture,word,word,word,no,no,no,no,no,no,1756568,1759205
84,EC_only,pokemon,8,18_mittel.png,neutral,filler,Lampe,word,neu5510.png,neu7233.png,neu7820.png,Schrank,Klinke,Lampe,picture,picture,picture,word,word,word,no,no,no,no,no,no,1760246,1764641
84,EC_only,pokemon,9,10_mittel.png,neutral,filler,Kreis,word,neu7820.png,neu5395.png,neu2580.png,Tuch,Kreis,Wand,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1765681,1773122
84,EC_only,pokemon,10,40_mittel.png,negative,critical,9330.png,picture,3160.png,9330.png,9630.png,Frust,Gemeinheit,Hass,picture,picture,picture,word,word,word,no,no,no,no,no,no,1774162,1782704
84,EC_only,pokemon,11,2_mittel.png,neutral,filler,neu2580.png,picture,neu1616.png,neu7830.png,neu2580.png,Hand,Taste,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,1783744,1786849
84,EC_only,pokemon,12,9_mittel.png,positive,critical,Rose,word,2091.png,5594.png,2071.png,Rose,Meer,Kunst,picture,picture,picture,word,word,word,no,no,no,no,no,no,1787898,1791613
84,EC_only,pokemon,13,37_mittel.png,neutral,filler,neu7830.png,picture,neu7830.png,neu1616.png,neu2580.png,Lampe,Klinke,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,no,1792653,1796005
84,EC_only,pokemon,14,39_mittel.png,positive,critical,Sommer,word,2160.png,2209.png,8470.png,Scherz,Sommer,Brief,picture,picture,picture,word,word,word,no,no,no,no,no,no,1797045,1799805
84,EC_only,pokemon,15,24_mittel.png,positive,critical,1440.png,picture,5629.png,8200.png,1440.png,Himmel,Licht,Brief,picture,picture,picture,word,word,word,no,no,no,no,no,no,1800845,1802001
