subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
21,16,b,EC_subj_obj,pokemon,0,40_mittel.png,positive,critical,1,1991046,2001701
21,16,b,EC_subj_obj,pokemon,1,15_mittel.png,positive,critical,19,2002733,2005405
21,16,b,EC_subj_obj,pokemon,2,16_mittel.png,positive,critical,17,2006437,2008510
21,16,b,EC_subj_obj,pokemon,3,5_mittel.png,negative,critical,9,2009542,2011326
21,16,b,EC_subj_obj,pokemon,4,23_mittel.png,negative,control,9,2012358,2015866
21,16,b,EC_subj_obj,pokemon,5,4_mittel.png,none,filler,14,2016899,2019048
21,16,b,EC_subj_obj,pokemon,6,22_mittel.png,none,filler,3,2020080,2021700
21,16,b,EC_subj_obj,pokemon,7,25_mittel.png,positive,critical,7,2022731,2025479
21,16,b,EC_subj_obj,pokemon,8,24_mittel.png,none,filler,7,2026511,2029063
21,16,b,EC_subj_obj,pokemon,9,37_mittel.png,positive,control,9,2030095,2034614
21,16,b,EC_subj_obj,pokemon,10,18_mittel.png,none,filler,10,2035646,2039238
21,16,b,EC_subj_obj,pokemon,11,11_mittel.png,negative,critical,13,2040271,2043982
21,16,b,EC_subj_obj,pokemon,12,10_mittel.png,negative,critical,3,2045013,2048873
21,16,b,EC_subj_obj,pokemon,13,2_mittel.png,none,filler,9,2049905,2053573
21,16,b,EC_subj_obj,pokemon,14,39_mittel.png,negative,critical,1,2054605,2056685
21,16,b,EC_subj_obj,pokemon,15,9_mittel.png,none,filler,1,2057717,2059550
