subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
94,10,a,EC_only,nonword,0,tafta,positive,critical,12,1497281,1501952
94,10,a,EC_only,nonword,1,tavoo,negative,critical,14,1502984,1505743
94,10,a,EC_only,nonword,2,roosle,negative,critical,11,1506774,1509065
94,10,a,EC_only,nonword,3,avouco,positive,critical,12,1510098,1512963
94,10,a,EC_only,nonword,4,makan,none,filler,10,1513995,1517490
94,10,a,EC_only,nonword,5,zillie,negative,critical,6,1518522,1521647
94,10,a,EC_only,nonword,6,seloom,none,filler,14,1522679,1525790
94,10,a,EC_only,nonword,7,pubio,positive,critical,13,1526822,1529372
94,10,a,EC_only,nonword,8,hesire,negative,control,6,1530403,1534319
94,10,a,EC_only,nonword,9,naptor,none,filler,7,1535351,1537103
94,10,a,EC_only,nonword,10,coskie,negative,critical,12,1538134,1540290
94,10,a,EC_only,nonword,11,lobee,none,filler,16,1541321,1545037
94,10,a,EC_only,nonword,12,parlic,none,filler,2,1546068,1549298
94,10,a,EC_only,nonword,13,trelle,positive,control,17,1550329,1553009
94,10,a,EC_only,nonword,14,babit,none,filler,13,1554041,1557593
94,10,a,EC_only,nonword,15,altine,positive,critical,5,1558625,1560596
