subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
59,24,a,EC_only,pokemon,0,25_mittel.png,negative,critical,no,no,yes,no,1612902,1616860
59,24,a,EC_only,pokemon,1,2_mittel.png,none,filler,no,no,yes,no,1617894,1619429
59,24,a,EC_only,pokemon,2,15_mittel.png,none,filler,no,no,yes,no,1620462,1620807
59,24,a,EC_only,pokemon,3,9_mittel.png,none,filler,no,no,yes,no,1621840,1622064
59,24,a,EC_only,pokemon,4,22_mittel.png,positive,critical,no,no,yes,no,1623097,1623317
59,24,a,EC_only,pokemon,5,23_mittel.png,positive,critical,no,no,yes,no,1624350,1624571
59,24,a,EC_only,pokemon,6,37_mittel.png,none,filler,no,no,yes,no,1625603,1625829
59,24,a,EC_only,pokemon,7,4_mittel.png,negative,critical,no,no,yes,no,1626861,1627062
59,24,a,EC_only,pokemon,8,39_mittel.png,negative,control,no,no,yes,no,1628095,1628271
59,24,a,EC_only,pokemon,9,18_mittel.png,none,filler,no,no,yes,no,1629305,1629505
59,24,a,EC_only,pokemon,10,16_mittel.png,positive,control,no,no,yes,no,1630547,1630772
59,24,a,EC_only,pokemon,11,11_mittel.png,negative,critical,no,no,yes,no,1631805,1632052
59,24,a,EC_only,pokemon,12,40_mittel.png,positive,critical,no,no,yes,no,1633084,1633288
59,24,a,EC_only,pokemon,13,24_mittel.png,none,filler,no,no,yes,no,1634320,1634567
59,24,a,EC_only,pokemon,14,5_mittel.png,negative,critical,no,no,yes,no,1635600,1635803
59,24,a,EC_only,pokemon,15,10_mittel.png,positive,critical,no,no,yes,no,1636837,1637060
