subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
6,4,a,EC_only,nonword,0,zillie,none,filler,17,1466732,1472490
6,4,a,EC_only,nonword,1,makan,positive,critical,8,1473522,1475539
6,4,a,EC_only,nonword,2,parlic,positive,control,13,1476571,1478803
6,4,a,EC_only,nonword,3,coskie,negative,critical,15,1479835,1481453
6,4,a,EC_only,nonword,4,tafta,negative,critical,5,1482486,1484164
6,4,a,EC_only,nonword,5,tavoo,none,filler,6,1485196,1487772
6,4,a,EC_only,nonword,6,naptor,negative,control,1,1488804,1491539
6,4,a,EC_only,nonword,7,roosle,negative,critical,4,1492571,1495305
6,4,a,EC_only,nonword,8,seloom,none,filler,7,1496337,1499485
6,4,a,EC_only,nonword,9,avouco,negative,critical,5,1500518,1503985
6,4,a,EC_only,nonword,10,lobee,positive,critical,14,1505017,1506489
6,4,a,EC_only,nonword,11,pubio,none,filler,10,1507521,1510241
6,4,a,EC_only,nonword,12,altine,positive,critical,13,1511273,1513219
6,4,a,EC_only,nonword,13,hesire,none,filler,10,1514251,1516679
6,4,a,EC_only,nonword,14,trelle,none,filler,10,1517712,1521322
6,4,a,EC_only,nonword,15,babit,positive,critical,12,1522354,1523889
