subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
56,27,a,EC_only,pokemon,0,23_mittel.png,none,filler,13,1551136,1556681
56,27,a,EC_only,pokemon,1,22_mittel.png,positive,critical,15,1557713,1561729
56,27,a,EC_only,pokemon,2,2_mittel.png,none,filler,10,1562762,1565348
56,27,a,EC_only,pokemon,3,40_mittel.png,negative,critical,4,1566380,1569144
56,27,a,EC_only,pokemon,4,10_mittel.png,none,filler,14,1570176,1572135
56,27,a,EC_only,pokemon,5,4_mittel.png,negative,control,10,1573167,1575839
56,27,a,EC_only,pokemon,6,15_mittel.png,positive,critical,6,1576871,1579696
56,27,a,EC_only,pokemon,7,39_mittel.png,negative,critical,8,1580728,1583004
56,27,a,EC_only,pokemon,8,18_mittel.png,negative,critical,12,1584037,1586089
56,27,a,EC_only,pokemon,9,16_mittel.png,positive,control,4,1587121,1590036
56,27,a,EC_only,pokemon,10,24_mittel.png,none,filler,5,1591068,1593235
56,27,a,EC_only,pokemon,11,25_mittel.png,positive,critical,6,1594274,1596132
56,27,a,EC_only,pokemon,12,5_mittel.png,none,filler,14,1597164,1599640
56,27,a,EC_only,pokemon,13,37_mittel.png,negative,critical,11,1600671,1602623
56,27,a,EC_only,pokemon,14,9_mittel.png,none,filler,9,1603654,1605452
56,27,a,EC_only,pokemon,15,11_mittel.png,positive,critical,14,1606483,1609528
