subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
65,EC_subj_obj,nonword,0,roosle,positive,critical,7470.png,picture,7470.png,2150.png,1999.png,Strand,Urlaub,Kuss,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1812052,1813054
65,EC_subj_obj,nonword,1,seloom,neutral,filler,Tuch,word,neu7640.png,neu5740.png,neu7550.png,Klinke,Tuch,Sessel,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1814095,1814624
65,EC_subj_obj,nonword,2,hesire,negative,critical,6020.png,picture,9331.png,9330.png,6020.png,Stress,Ärger,Mühe,picture,picture,picture,word,word,word,no,no,no,no,no,no,1815664,1816243
65,EC_subj_obj,nonword,3,tavoo,negative,critical,Sucht,word,9432.png,9280.png,9182.png,Schmerz,Gift,Sucht,picture,picture,picture,word,word,word,no,no,no,no,no,no,1817283,1818971
65,EC_subj_obj,nonword,4,naptor,negative,control,2375.1.png,picture,2375.1.png,3550.png,9340.png,Eiter,Frust,Mühe,picture,picture,picture,word,word,word,no,no,no,no,no,no,1820016,1821099
65,EC_subj_obj,nonword,5,lobee,neutral,filler,Hand,word,neu7090.png,neu5740.png,neu7640.png,Knopf,Hand,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,1822139,1824315
65,EC_subj_obj,nonword,6,babit,positive,critical,2160.png,picture,2340.png,5460.png,2160.png,Lob,Licht,Witz,picture,picture,picture,word,word,word,no,no,no,no,no,no,1825355,1827227
65,EC_subj_obj,nonword,7,avouco,positive,critical,Liebe,word,2660.png,2208.png,4606.png,Liebe,Frieden,Strand,picture,picture,picture,word,word,word,no,no,no,no,no,no,1828267,1830120
65,EC_subj_obj,nonword,8,trelle,neutral,filler,Lampe,word,neu7004.png,neu5510.png,neu2635.png,Taste,Lampe,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,1831161,1831943
65,EC_subj_obj,nonword,9,pubio,positive,critical,Freund,word,2208.png,8470.png,2058.png,Glück,Spiel,Freund,picture,picture,picture,word,word,word,no,no,no,no,no,no,1832984,1834209
65,EC_subj_obj,nonword,10,coskie,neutral,filler,neu7004.png,picture,neu7004.png,neu2372.png,neu2220.png,Schrank,Hand,Lampe,picture,picture,picture,word,word,word,no,no,no,no,no,no,1835249,1837197
65,EC_subj_obj,nonword,11,makan,neutral,filler,neu2372.png,picture,neu5510.png,neu7550.png,neu2372.png,Hand,Knopf,Glas,picture,picture,picture,word,word,word,no,no,no,no,no,no,1838237,1839774
65,EC_subj_obj,nonword,12,tafta,positive,control,Rose,word,2058.png,2091.png,7330.png,Geburt,Rose,Himmel,picture,picture,picture,word,word,word,no,no,no,no,no,no,1840822,1842384
65,EC_subj_obj,nonword,13,parlic,neutral,filler,Sessel,word,neu7550.png,neu7004.png,neu7820.png,Lampe,Dach,Sessel,picture,picture,picture,word,word,word,no,no,no,no,no,no,1843423,1845480
65,EC_subj_obj,nonword,14,altine,negative,critical,7380.png,picture,7380.png,3550.png,9400.png,Gemeinheit,Kälte,Abgrund,picture,picture,picture,word,word,word,no,no,no,no,no,no,1846519,1848228
65,EC_subj_obj,nonword,15,zillie,negative,critical,Teufel,word,9041.png,6570.1.png,9400.png,Gewalt,Krieg,Teufel,picture,picture,picture,word,word,word,no,no,no,no,no,no,1849269,1851901
