subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
105,EC_subj_obj,pokemon,0,9_mittel.png,neutral,filler,Kreis,word,neu2220.png,neu7233.png,neu5395.png,Schrank,Dach,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,no,2666095,2680607
105,EC_subj_obj,pokemon,1,23_mittel.png,positive,critical,Licht,word,8200.png,2209.png,8420.png,Licht,Spiel,Rose,picture,picture,picture,word,word,word,no,no,no,no,no,no,2681648,2687089
105,EC_subj_obj,pokemon,2,22_mittel.png,positive,critical,5830.png,picture,5830.png,2791.png,8540.png,Geschenk,Meer,Blume,picture,picture,picture,word,word,word,no,no,no,no,no,no,2688129,2693138
105,EC_subj_obj,pokemon,3,11_mittel.png,negative,critical,9331.png,picture,9331.png,9630.png,9400.png,Stress,Sadist,Absturz,picture,picture,picture,word,word,word,no,no,no,no,no,no,2694179,2697248
105,EC_subj_obj,pokemon,4,10_mittel.png,positive,critical,Sonne,word,5460.png,8540.png,2209.png,Himmel,Sonne,Geburt,picture,picture,picture,word,word,word,no,no,no,no,no,no,2698288,2703171
105,EC_subj_obj,pokemon,5,40_mittel.png,positive,critical,7350.png,picture,8190.png,7350.png,2070.png,Wärme,Strand,Familie,picture,picture,picture,word,word,word,no,no,no,no,no,no,2704211,2707535
105,EC_subj_obj,pokemon,6,5_mittel.png,negative,critical,Pech,word,6020.png,9630.png,1525.png,Pech,Tyrann,Gemeinheit,picture,picture,picture,word,word,word,no,no,no,no,no,no,2708575,2716332
105,EC_subj_obj,pokemon,7,4_mittel.png,negative,critical,6838.png,picture,6838.png,6530.png,9421.png,Horror,Sucht,Henker,picture,picture,picture,word,word,word,no,no,no,no,no,no,2717379,2719761
105,EC_subj_obj,pokemon,8,37_mittel.png,neutral,filler,Tuch,word,neu7090.png,neu2487.png,neu5395.png,Klinke,Wand,Tuch,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2720801,2727251
105,EC_subj_obj,pokemon,9,15_mittel.png,neutral,filler,neu5731.png,picture,neu7000.png,neu7090.png,neu5731.png,Tuch,Glas,Bein,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2728291,2733906
105,EC_subj_obj,pokemon,10,25_mittel.png,negative,critical,Pech,word,9102.png,6530.png,2900.png,Absturz,Angst,Pech,picture,picture,picture,word,word,word,no,no,no,no,no,no,2734946,2738959
105,EC_subj_obj,pokemon,11,24_mittel.png,neutral,filler,neu7550.png,picture,neu7550.png,neu5731.png,neu2620.png,Tuch,Kreis,Wand,picture,picture,picture,word,word,word,no,no,no,no,no,no,2739999,2745310
105,EC_subj_obj,pokemon,12,18_mittel.png,neutral,filler,neu5395.png,picture,neu2620.png,neu5395.png,neu7640.png,Glas,Bein,Taste,picture,picture,picture,word,word,word,no,no,no,no,no,no,2746350,2752901
105,EC_subj_obj,pokemon,13,2_mittel.png,neutral,filler,neu2620.png,picture,neu7090.png,neu2620.png,neu2220.png,Taste,Klinke,Dach,picture,picture,picture,word,word,word,no,no,no,no,no,no,2753941,2758572
105,EC_subj_obj,pokemon,14,39_mittel.png,negative,control,Frust,word,7380.png,1525.png,2750.png,Mühe,Frust,Schmerz,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2759612,2767839
105,EC_subj_obj,pokemon,15,16_mittel.png,positive,control,2160.png,picture,2160.png,8080.png,2091.png,Meer,Natur,Liebe,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2768888,2787091
