subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
70,EC_subj_obj,nonword,0,babit,positive,critical,Geburt,word,5629.png,2150.png,2080.png,Geburt,Musik,Freund,picture,picture,picture,word,word,word,no,no,no,no,no,no,2203674,2209018
70,EC_subj_obj,nonword,1,tafta,positive,control,Familie,word,1710.png,8200.png,8420.png,Natur,Familie,Lob,picture,picture,picture,word,word,word,no,no,no,no,no,no,2210059,2213988
70,EC_subj_obj,nonword,2,parlic,neutral,filler,Sessel,word,neu2620.png,neu5731.png,neu7187.png,Schrank,Linie,Sessel,picture,picture,picture,word,word,word,no,no,no,no,no,no,2215028,2217977
70,EC_subj_obj,nonword,3,tavoo,negative,critical,9220.png,picture,9220.png,1525.png,9400.png,Kälte,Horror,Schmerz,picture,picture,picture,word,word,word,no,no,no,no,no,no,2219018,2221177
70,EC_subj_obj,nonword,4,hesire,negative,critical,Tyrann,word,9007.png,3160.png,6831.png,Hass,Tyrann,Abgas,picture,picture,picture,word,word,word,no,no,no,no,no,no,2222217,2223643
70,EC_subj_obj,nonword,5,makan,neutral,filler,neu2620.png,picture,neu2487.png,neu2620.png,neu1616.png,Schrank,Wand,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,2224683,2225751
70,EC_subj_obj,nonword,6,avouco,positive,critical,2791.png,picture,2791.png,2900.2.png,1650.png,Blume,Freund,Lob,picture,picture,picture,word,word,word,no,no,no,no,no,no,2226791,2227647
70,EC_subj_obj,nonword,7,coskie,neutral,filler,Bein,word,neu2620.png,neu5395.png,neu5731.png,Bein,Lampe,Taste,picture,picture,picture,word,word,word,no,no,no,no,no,no,2228694,2229118
70,EC_subj_obj,nonword,8,naptor,negative,control,9041.png,picture,9041.png,6831.png,6530.png,Unfall,Sucht,Gift,picture,picture,picture,word,word,word,no,no,no,no,no,no,2230158,2230493
70,EC_subj_obj,nonword,9,pubio,positive,critical,Paradies,word,5460.png,2080.png,2040.png,Geschenk,Scherz,Paradies,picture,picture,picture,word,word,word,no,no,no,no,no,no,2231533,2231895
70,EC_subj_obj,nonword,10,altine,negative,critical,Ekel,word,6020.png,2053.png,1525.png,Krieg,Ekel,Pech,picture,picture,picture,word,word,word,no,no,no,no,no,no,2232936,2233405
70,EC_subj_obj,nonword,11,zillie,negative,critical,9265.png,picture,2750.png,9265.png,6311.png,Betrug,Abgas,Mühe,picture,picture,picture,word,word,word,no,no,no,no,no,no,2234445,2235503
70,EC_subj_obj,nonword,12,lobee,neutral,filler,Kreis,word,neu5395.png,neu1616.png,neu7830.png,Glas,Taste,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,no,2236542,2237118
70,EC_subj_obj,nonword,13,seloom,neutral,filler,Schrank,word,neu2620.png,neu7830.png,neu7187.png,Schrank,Sessel,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,2238158,2238582
70,EC_subj_obj,nonword,14,roosle,positive,critical,2070.png,picture,5910.png,7580.png,2070.png,Meer,Geschenk,Freizeit,picture,picture,picture,word,word,word,no,no,no,no,no,no,2239622,2240040
70,EC_subj_obj,nonword,15,trelle,neutral,filler,Dach,word,neu2635.png,neu5731.png,neu7830.png,Taste,Dach,Schrank,picture,picture,picture,word,word,word,no,no,no,no,no,no,2241089,2241433
