subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
17,21,a,EC_subj_obj,pokemon,0,25_mittel.png,positive,critical,6,2255162,2263114
17,21,a,EC_subj_obj,pokemon,1,5_mittel.png,negative,control,13,2264157,2267708
17,21,a,EC_subj_obj,pokemon,2,24_mittel.png,none,filler,6,2268740,2271017
17,21,a,EC_subj_obj,pokemon,3,9_mittel.png,positive,critical,6,2272049,2273984
17,21,a,EC_subj_obj,pokemon,4,39_mittel.png,none,filler,12,2275017,2277130
17,21,a,EC_subj_obj,pokemon,5,37_mittel.png,negative,critical,10,2278162,2280751
17,21,a,EC_subj_obj,pokemon,6,23_mittel.png,positive,control,13,2281783,2283648
17,21,a,EC_subj_obj,pokemon,7,15_mittel.png,negative,critical,15,2284679,2286582
17,21,a,EC_subj_obj,pokemon,8,18_mittel.png,none,filler,16,2287613,2289434
17,21,a,EC_subj_obj,pokemon,9,22_mittel.png,positive,critical,7,2290465,2293180
17,21,a,EC_subj_obj,pokemon,10,40_mittel.png,negative,critical,10,2294211,2296411
17,21,a,EC_subj_obj,pokemon,11,2_mittel.png,none,filler,14,2297443,2299950
17,21,a,EC_subj_obj,pokemon,12,4_mittel.png,negative,critical,10,2300982,2305098
17,21,a,EC_subj_obj,pokemon,13,11_mittel.png,none,filler,9,2306130,2307795
17,21,a,EC_subj_obj,pokemon,14,10_mittel.png,positive,critical,7,2308826,2310852
17,21,a,EC_subj_obj,pokemon,15,16_mittel.png,none,filler,11,2311884,2314640
