subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
1,15,a,EC_only,nonword,0,parlic,negative,critical,15,1444092,1451461
1,15,a,EC_only,nonword,1,trelle,negative,critical,2,1452493,1454960
1,15,a,EC_only,nonword,2,zillie,none,filler,18,1455992,1457936
1,15,a,EC_only,nonword,3,pubio,none,filler,17,1458968,1461125
1,15,a,EC_only,nonword,4,roosle,negative,critical,0,1462157,1463977
1,15,a,EC_only,nonword,5,avouco,positive,critical,19,1465010,1468007
1,15,a,EC_only,nonword,6,makan,none,filler,0,1469039,1470927
1,15,a,EC_only,nonword,7,hesire,positive,critical,13,1471959,1474001
1,15,a,EC_only,nonword,8,naptor,none,filler,2,1475032,1477972
1,15,a,EC_only,nonword,9,coskie,positive,control,19,1479004,1481096
1,15,a,EC_only,nonword,10,altine,positive,critical,13,1482128,1483649
1,15,a,EC_only,nonword,11,tafta,none,filler,5,1484681,1486679
1,15,a,EC_only,nonword,12,babit,negative,critical,1,1487711,1489745
1,15,a,EC_only,nonword,13,tavoo,none,filler,1,1490777,1492650
1,15,a,EC_only,nonword,14,lobee,negative,control,13,1493681,1495365
1,15,a,EC_only,nonword,15,seloom,positive,critical,6,1496397,1499589
