subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
77,9,a,EC_only,nonword,0,seloom,none,filler,13,1420685,1426005
77,9,a,EC_only,nonword,1,altine,negative,critical,7,1427037,1430876
77,9,a,EC_only,nonword,2,tafta,positive,control,8,1431909,1436099
77,9,a,EC_only,nonword,3,hesire,none,filler,12,1437130,1444796
77,9,a,EC_only,nonword,4,trelle,positive,critical,17,1445828,1448765
77,9,a,EC_only,nonword,5,roosle,negative,control,9,1449797,1456450
77,9,a,EC_only,nonword,6,avouco,none,filler,13,1457483,1461162
77,9,a,EC_only,nonword,7,lobee,negative,critical,16,1462194,1466099
77,9,a,EC_only,nonword,8,naptor,none,filler,5,1467130,1470399
77,9,a,EC_only,nonword,9,pubio,negative,critical,13,1471430,1474090
77,9,a,EC_only,nonword,10,zillie,negative,critical,15,1475123,1477953
77,9,a,EC_only,nonword,11,babit,positive,critical,8,1478985,1482715
77,9,a,EC_only,nonword,12,coskie,none,filler,7,1483746,1486159
77,9,a,EC_only,nonword,13,parlic,positive,critical,12,1487190,1492770
77,9,a,EC_only,nonword,14,makan,positive,critical,10,1493801,1497279
77,9,a,EC_only,nonword,15,tavoo,none,filler,10,1498311,1501046
