subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
3,EC_subj_obj,nonword,0,naptor,neutral,filler,Linie,word,neu2372.png,neu7233.png,neu7820.png,Linie,Wand,Sessel,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2121844,2132855
3,EC_subj_obj,nonword,1,tavoo,negative,control,Folter,word,8485.png,9830.png,9220.png,Folter,Hass,Mord,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2133895,2142989
3,EC_subj_obj,nonword,2,zillie,neutral,filler,neu7233.png,picture,neu7233.png,neu7830.png,neu7490.png,Linie,Dach,Hand,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2144029,2150113
3,EC_subj_obj,nonword,3,altine,positive,critical,Freizeit,word,2160.png,2208.png,2058.png,Freizeit,Sonne,Wiese,picture,picture,picture,word,word,word,no,no,no,no,no,no,2151153,2158807
3,EC_subj_obj,nonword,4,lobee,neutral,filler,neu2575.png,picture,neu7820.png,neu7830.png,neu2575.png,Hand,Linie,Dach,picture,picture,picture,word,word,word,no,no,no,no,yes,no,2159854,2165935
3,EC_subj_obj,nonword,5,tafta,negative,critical,9102.png,picture,9102.png,9006.png,9265.png,Mord,AIDS,Pech,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2166975,2173646
3,EC_subj_obj,nonword,6,parlic,neutral,filler,neu7490.png,picture,neu7490.png,neu7187.png,neu5395.png,Wand,Bein,Taste,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2174686,2181251
3,EC_subj_obj,nonword,7,coskie,positive,critical,Himmel,word,2058.png,2040.png,2311.png,Himmel,Licht,Strand,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2182291,2189623
3,EC_subj_obj,nonword,8,roosle,negative,critical,9920.png,picture,2750.png,9920.png,9006.png,Horror,Angst,Waffe,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2190663,2196281
3,EC_subj_obj,nonword,9,pubio,positive,critical,5460.png,picture,5460.png,8496.png,5594.png,Frieden,Wiese,Meer,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2197322,2204275
3,EC_subj_obj,nonword,10,trelle,neutral,filler,neu5395.png,picture,neu2487.png,neu7490.png,neu5395.png,Schrank,Dach,Knopf,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2205315,2207994
3,EC_subj_obj,nonword,11,hesire,negative,critical,Henker,word,6838.png,2750.png,2900.png,Henker,Eiter,Finsternis,picture,picture,picture,word,word,word,no,no,no,no,yes,no,2209034,2213690
3,EC_subj_obj,nonword,12,makan,negative,critical,Krieg,word,9220.png,6530.png,2053.png,Angst,Krieg,Teufel,picture,picture,picture,word,word,word,no,no,no,no,no,yes,2214738,2217387
3,EC_subj_obj,nonword,13,babit,positive,critical,7330.png,picture,8501.png,5994.png,7330.png,Ruhe,Wärme,Spiel,picture,picture,picture,word,word,word,no,no,no,no,no,no,2218427,2222807
3,EC_subj_obj,nonword,14,avouco,neutral,filler,neu7004.png,picture,neu5395.png,neu7090.png,neu7004.png,Schrank,Taste,Glas,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2223847,2226704
3,EC_subj_obj,nonword,15,seloom,positive,control,5460.png,picture,5460.png,8330.png,2150.png,Leben,Ruhe,Sonne,picture,picture,picture,word,word,word,no,no,no,no,no,no,2227744,2231819
