subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
34,5,a,EC_subj_obj,nonword,0,altine,negative,critical,17,1935033,1938607
34,5,a,EC_subj_obj,nonword,1,zillie,none,filler,14,1939639,1941872
34,5,a,EC_subj_obj,nonword,2,trelle,negative,critical,10,1942904,1944673
34,5,a,EC_subj_obj,nonword,3,tavoo,none,filler,12,1945705,1948487
34,5,a,EC_subj_obj,nonword,4,roosle,none,filler,8,1949519,1952408
34,5,a,EC_subj_obj,nonword,5,parlic,positive,control,9,1953440,1955629
34,5,a,EC_subj_obj,nonword,6,naptor,positive,critical,6,1956660,1957959
34,5,a,EC_subj_obj,nonword,7,hesire,positive,critical,11,1958990,1961045
34,5,a,EC_subj_obj,nonword,8,pubio,positive,critical,6,1962076,1964579
34,5,a,EC_subj_obj,nonword,9,babit,none,filler,13,1965611,1967108
34,5,a,EC_subj_obj,nonword,10,tafta,negative,control,10,1968139,1969686
34,5,a,EC_subj_obj,nonword,11,lobee,negative,critical,13,1970717,1971793
34,5,a,EC_subj_obj,nonword,12,seloom,none,filler,10,1972824,1974296
34,5,a,EC_subj_obj,nonword,13,avouco,positive,critical,15,1975328,1976798
34,5,a,EC_subj_obj,nonword,14,makan,negative,critical,14,1977829,1980165
34,5,a,EC_subj_obj,nonword,15,coskie,none,filler,16,1981197,1982691
